call_number,timestamp_ns,timestamp_cycles,delta_ns,delta_cycles,violation
59011,46225408833716,115412911346344,167,414,0
59012,46225408833882,115412911346760,166,416,0
59013,46225408834046,115412911347165,164,405,0
59014,46225408834212,115412911347581,166,416,0
59015,46225408834379,115412911347995,167,414,0
59016,46225408834542,115412911348404,163,409,0
59017,46225408834707,115412911348818,165,414,0
59018,46225408834870,115412911349226,163,408,0
59019,46225408835037,115412911349641,167,415,0
59020,46225408835200,115412911350049,163,408,0
59021,46225408835366,115412911350465,166,416,0
59022,46225408835533,115412911350878,167,413,0
59023,46225408835699,115412911351292,166,414,0
59024,46225408835865,115412911351708,166,416,0
59025,46225408836028,115412911352117,163,409,0
59026,46225408836192,115412911352525,164,408,0
59027,46225408836355,115412911352931,163,406,0
59028,46225408836521,115412911353346,166,415,0
59029,46225408837919,115412911356841,1398,3495,0
59030,46225408838118,115412911357333,199,492,0
59031,46225408838289,115412911357760,171,427,0
59032,46225408838460,115412911358188,171,428,0
59033,46225408838632,115412911358615,172,427,0
59034,46225408838805,115412911359045,173,430,0
59035,46225408838976,115412911359474,171,429,0
59036,46225408839149,115412911359905,173,431,0
59037,46225408839324,115412911360345,175,440,0
59038,46225408839496,115412911360770,172,425,0
59039,46225408839665,115412911361192,169,422,0
59040,46225408839833,115412911361615,168,423,0
59041,46225408840003,115412911362041,170,426,0
59042,46225408840173,115412911362462,170,421,0
59043,46225408840342,115412911362882,169,420,0
59044,46225408840506,115412911363295,164,413,0
59045,46225408840670,115412911363703,164,408,0
59046,46225408840836,115412911364117,166,414,0
59047,46225408841001,115412911364530,165,413,0
59048,46225408841167,115412911364944,166,414,0
59049,46225408841333,115412911365360,166,416,0
59050,46225408841499,115412911365773,166,413,0
59051,46225408841666,115412911366189,167,416,0
59052,46225408841830,115412911366600,164,411,0
59053,46225408841995,115412911367012,165,412,0
59054,46225408842162,115412911367428,167,416,0
59055,46225408842327,115412911367839,165,411,0
59056,46225408842493,115412911368255,166,416,0
59057,46225408842658,115412911368665,165,410,0
59058,46225408842825,115412911369082,167,417,0
59059,46225408842991,115412911369498,166,416,0
59060,46225408843158,115412911369913,167,415,0
59061,46225408843324,115412911370327,166,414,0
59062,46225408843490,115412911370741,166,414,0
59063,46225408843655,115412911371154,165,413,0
59064,46225408843820,115412911371568,165,414,0
59065,46225408843986,115412911371976,166,408,0
59066,46225408844152,115412911372395,166,419,0
59067,46225408844318,115412911372811,166,416,0
59068,46225408844484,115412911373223,166,412,0
59069,46225408844647,115412911373632,163,409,0
59070,46225408844815,115412911374048,168,416,0
59071,46225408844981,115412911374463,166,415,0
59072,46225408845145,115412911374877,164,414,0
59073,46225408845311,115412911375287,166,410,0
59074,46225408845476,115412911375700,165,413,0
59075,46225408845644,115412911376118,168,418,0
59076,46225408845809,115412911376530,165,412,0
59077,46225408845973,115412911376941,164,411,0
59078,46225408846139,115412911377353,166,412,0
59079,46225408846304,115412911377765,165,412,0
59080,46225408846469,115412911378180,165,415,0
59081,46225408846632,115412911378588,163,408,0
59082,46225408846798,115412911379000,166,412,0
59083,46225408846964,115412911379413,166,413,0
59084,46225408847129,115412911379825,165,412,0
59085,46225408847292,115412911380231,163,406,0
59086,46225408847457,115412911380644,165,413,0
59087,46225408847621,115412911381056,164,412,0
59088,46225408847787,115412911381470,166,414,0
59089,46225408847951,115412911381877,164,407,0
59090,46225408848116,115412911382289,165,412,0
59091,46225408848282,115412911382701,166,412,0
59092,46225408848444,115412911383108,162,407,0
59093,46225408848609,115412911383520,165,412,0
59094,46225408848776,115412911383938,167,418,0
59095,46225408848941,115412911384349,165,411,0
59096,46225408849106,115412911384761,165,412,0
59097,46225408849272,115412911385175,166,414,0
59098,46225408849438,115412911385588,166,413,0
59099,46225408849604,115412911386002,166,414,0
59100,46225408849768,115412911386414,164,412,0
59101,46225408849931,115412911386819,163,405,0
59102,46225408850096,115412911387231,165,412,0
59103,46225408850262,115412911387647,166,416,0
59104,46225408850428,115412911388062,166,415,0
59105,46225408850593,115412911388474,165,412,0
59106,46225408850758,115412911388888,165,414,0
59107,46225408850924,115412911389301,166,413,0
59108,46225408851090,115412911389711,166,410,0
59109,46225408851252,115412911390121,162,410,0
59110,46225408851418,115412911390532,166,411,0
59111,46225408851581,115412911390938,163,406,0
59112,46225408851747,115412911391352,166,414,0
59113,46225408851910,115412911391759,163,407,0
59114,46225408852075,115412911392171,165,412,0
59115,46225408852240,115412911392583,165,412,0
59116,46225408853586,115412911395951,1346,3368,0
59117,46225408853794,115412911396465,208,514,0
59118,46225408853972,115412911396906,178,441,0
59119,46225408854144,115412911397338,172,432,0
59120,46225408854318,115412911397771,174,433,0
59121,46225408854490,115412911398200,172,429,0
59122,46225408854667,115412911398640,177,440,0
59123,46225408854836,115412911399063,169,423,0
59124,46225408855005,115412911399488,169,425,0
59125,46225408855175,115412911399914,170,426,0
59126,46225408855345,115412911400335,170,421,0
59127,46225408855515,115412911400759,170,424,0
59128,46225408855687,115412911401190,172,431,0
59129,46225408855857,115412911401614,170,424,0
59130,46225408856028,115412911402041,171,427,0
59131,46225408856194,115412911402453,166,412,0
59132,46225408856358,115412911402865,164,412,0
59133,46225408856525,115412911403278,167,413,0
59134,46225408856690,115412911403694,165,416,0
59135,46225408856855,115412911404107,165,413,0
59136,46225408857022,115412911404519,167,412,0
59137,46225408857188,115412911404935,166,416,0
59138,46225408857353,115412911405350,165,415,0
59139,46225408857520,115412911405764,167,414,0
59140,46225408857683,115412911406170,163,406,0
59141,46225408857846,115412911406579,163,409,0
59142,46225408858011,115412911406989,165,410,0
59143,46225408858175,115412911407397,164,408,0
59144,46225408858338,115412911407803,163,406,0
59145,46225408858503,115412911408218,165,415,0
59146,46225408858668,115412911408630,165,412,0
59147,46225408858834,115412911409045,166,415,0
59148,46225408859001,115412911409459,167,414,0
59149,46225408859164,115412911409869,163,410,0
59150,46225408859330,115412911410284,166,415,0
59151,46225408859495,115412911410694,165,410,0
59152,46225408859661,115412911411110,166,416,0
59153,46225408859828,115412911411525,167,415,0
59154,46225408859991,115412911411935,163,410,0
59155,46225408860158,115412911412347,167,412,0
59156,46225408860321,115412911412756,163,409,0
59157,46225408860486,115412911413166,165,410,0
59158,46225408860650,115412911413576,164,410,0
59159,46225408860816,115412911413991,166,415,0
59160,46225408860980,115412911414401,164,410,0
59161,46225408861145,115412911414811,165,410,0
59162,46225408861309,115412911415224,164,413,0
59163,46225408861473,115412911415632,164,408,0
59164,46225408861639,115412911416044,166,412,0
59165,46225408861805,115412911416459,166,415,0
59166,46225408861971,115412911416875,166,416,0
59167,46225408862137,115412911417291,166,416,0
59168,46225408862301,115412911417700,164,409,0
59169,46225408862468,115412911418112,167,412,0
59170,46225408862632,115412911418524,164,412,0
59171,46225408862796,115412911418935,164,411,0
59172,46225408862959,115412911419343,163,408,0
59173,46225408863124,115412911419751,165,408,0
59174,46225408863288,115412911420164,164,413,0
59175,46225408863455,115412911420578,167,414,0
59176,46225408863619,115412911420990,164,412,0
59177,46225408863785,115412911421405,166,415,0
59178,46225408863950,115412911421811,165,406,0
59179,46225408864115,115412911422225,165,414,0
59180,46225408864281,115412911422640,166,415,0
59181,46225408864444,115412911423048,163,408,0
59182,46225408864609,115412911423458,165,410,0
59183,46225408864775,115412911423875,166,417,0
59184,46225408864940,115412911424287,165,412,0
59185,46225408865106,115412911424701,166,414,0
59186,46225408865271,115412911425112,165,411,0
59187,46225408865436,115412911425524,165,412,0
59188,46225408865601,115412911425938,165,414,0
59189,46225408865767,115412911426351,166,413,0
59190,46225408865932,115412911426765,165,414,0
59191,46225408866098,115412911427175,166,410,0
59192,46225408866262,115412911427588,164,413,0
59193,46225408866427,115412911427998,165,410,0
59194,46225408866593,115412911428413,166,415,0
59195,46225408866759,115412911428825,166,412,0
59196,46225408866924,115412911429237,165,412,0
59197,46225408867088,115412911429650,164,413,0
59198,46225408867254,115412911430064,166,414,0
59199,46225408867419,115412911430476,165,412,0
59200,46225408867585,115412911430885,166,409,0
59201,46225408867749,115412911431299,164,414,0
59202,46225408867915,115412911431709,166,410,0
59203,46225408869234,115412911435016,1319,3307,0
59204,46225408869442,115412911435526,208,510,0
59205,46225408869618,115412911435963,176,437,0
59206,46225408869791,115412911436395,173,432,0
59207,46225408869965,115412911436828,174,433,0
59208,46225408870137,115412911437259,172,431,0
59209,46225408870313,115412911437697,176,438,0
59210,46225408870482,115412911438124,169,427,0
59211,46225408870653,115412911438546,171,422,0
59212,46225408870821,115412911438965,168,419,0
59213,46225408870989,115412911439389,168,424,0
59214,46225408871161,115412911439814,172,425,0
59215,46225408871331,115412911440240,170,426,0
59216,46225408871501,115412911440665,170,425,0
59217,46225408871666,115412911441075,165,410,0
59218,46225408871832,115412911441490,166,415,0
59219,46225408871997,115412911441902,165,412,0
59220,46225408872162,115412911442316,165,414,0
59221,46225408872327,115412911442727,165,411,0
59222,46225408872492,115412911443137,165,410,0
59223,46225408872657,115412911443547,165,410,0
59224,46225408872820,115412911443956,163,409,0
59225,46225408872984,115412911444364,164,408,0
59226,46225408873148,115412911444774,164,410,0
59227,46225408873311,115412911445183,163,409,0
59228,46225408873475,115412911445591,164,408,0
59229,46225408873639,115412911446001,164,410,0
59230,46225408873803,115412911446409,164,408,0
59231,46225408873967,115412911446818,164,409,0
59232,46225408874130,115412911447226,163,408,0
59233,46225408874295,115412911447636,165,410,0
59234,46225408874458,115412911448045,163,409,0
59235,46225408874621,115412911448453,163,408,0
59236,46225408874786,115412911448861,165,408,0
59237,46225408874950,115412911449271,164,410,0
59238,46225408875113,115412911449680,163,409,0
59239,46225408875277,115412911450086,164,406,0
59240,46225408875440,115412911450498,163,412,0
59241,46225408875603,115412911450905,163,407,0
59242,46225408875767,115412911451313,164,408,0
59243,46225408875930,115412911451719,163,406,0
59244,46225408876094,115412911452131,164,412,0
59245,46225408876258,115412911452540,164,409,0
59246,46225408876423,115412911452950,165,410,0
59247,46225408876586,115412911453358,163,408,0
59248,46225408876751,115412911453769,165,411,0
59249,46225408876915,115412911454179,164,410,0
59250,46225408877080,115412911454591,165,412,0
59251,46225408877245,115412911455000,165,409,0
59252,46225408877410,115412911455414,165,414,0
59253,46225408877575,115412911455824,165,410,0
59254,46225408877739,115412911456235,164,411,0
59255,46225408877904,115412911456647,165,412,0
59256,46225408878069,115412911457057,165,410,0
59257,46225408878234,115412911457470,165,413,0
59258,46225408878398,115412911457882,164,412,0
59259,46225408878563,115412911458294,165,412,0
59260,46225408878728,115412911458703,165,409,0
59261,46225408878893,115412911459115,165,412,0
59262,46225408879057,115412911459527,164,412,0
59263,46225408879222,115412911459938,165,411,0
59264,46225408879386,115412911460348,164,410,0
59265,46225408879551,115412911460758,165,410,0
59266,46225408879716,115412911461168,165,410,0
59267,46225408879879,115412911461577,163,409,0
59268,46225408880044,115412911461987,165,410,0
59269,46225408880209,115412911462397,165,410,0
59270,46225408880373,115412911462810,164,413,0
59271,46225408880538,115412911463220,165,410,0
59272,46225408880703,115412911463632,165,412,0
59273,46225408880867,115412911464043,164,411,0
59274,46225408881031,115412911464453,164,410,0
59275,46225408881196,115412911464865,165,412,0
59276,46225408881360,115412911465274,164,409,0
59277,46225408881525,115412911465686,165,412,0
59278,46225408881690,115412911466096,165,410,0
59279,46225408881853,115412911466505,163,409,0
59280,46225408882018,115412911466917,165,412,0
59281,46225408882184,115412911467329,166,412,0
59282,46225408882348,115412911467738,164,409,0
59283,46225408882513,115412911468150,165,412,0
59284,46225408882677,115412911468560,164,410,0
59285,46225408882841,115412911468970,164,410,0
59286,46225408883006,115412911469381,165,411,0
59287,46225408883170,115412911469795,164,414,0
59288,46225408883336,115412911470205,166,410,0
59289,46225408883500,115412911470614,164,409,0
59290,46225408884820,115412911473915,1320,3301,0
59291,46225408885031,115412911474437,211,522,0
59292,46225408885206,115412911474875,175,438,0
59293,46225408885378,115412911475302,172,427,0
59294,46225408885550,115412911475733,172,431,0
59295,46225408885723,115412911476169,173,436,0
59296,46225408885894,115412911476592,171,423,0
59297,46225408886064,115412911477014,170,422,0
59298,46225408886233,115412911477437,169,423,0
59299,46225408886404,115412911477861,171,424,0
59300,46225408886572,115412911478286,168,425,0
59301,46225408886742,115412911478706,170,420,0
59302,46225408886911,115412911479131,169,425,0
59303,46225408887080,115412911479551,169,420,0
59304,46225408887250,115412911479976,170,425,0
59305,46225408887418,115412911480396,168,420,0
59306,46225408887585,115412911480811,167,415,0
59307,46225408887752,115412911481231,167,420,0
59308,46225408887919,115412911481648,167,417,0
59309,46225408888087,115412911482064,168,416,0
59310,46225408888253,115412911482484,166,420,0
59311,46225408888422,115412911482901,169,417,0
59312,46225408888589,115412911483321,167,420,0
59313,46225408888756,115412911483740,167,419,0
59314,46225408888925,115412911484156,169,416,0
59315,46225408889091,115412911484575,166,419,0
59316,46225408889260,115412911484993,169,418,0
59317,46225408889427,115412911485411,167,418,0
59318,46225408889594,115412911485830,167,419,0
59319,46225408889763,115412911486246,169,416,0
59320,46225408889929,115412911486665,166,419,0
59321,46225408890097,115412911487083,168,418,0
59322,46225408890264,115412911487500,167,417,0
59323,46225408890432,115412911487920,168,420,0
59324,46225408890600,115412911488340,168,420,0
59325,46225408890768,115412911488757,168,417,0
59326,46225408890935,115412911489177,167,420,0
59327,46225408891103,115412911489596,168,419,0
59328,46225408891271,115412911490016,168,420,0
59329,46225408891439,115412911490431,168,415,0
59330,46225408891606,115412911490851,167,420,0
59331,46225408891774,115412911491268,168,417,0
59332,46225408891941,115412911491686,167,418,0
59333,46225408892109,115412911492108,168,422,0
59334,46225408892276,115412911492525,167,417,0
59335,46225408892444,115412911492945,168,420,0
59336,46225408892612,115412911493362,168,417,0
59337,46225408892780,115412911493782,168,420,0
59338,46225408892947,115412911494199,167,417,0
59339,46225408893114,115412911494611,167,412,0
59340,46225408893279,115412911495025,165,414,0
59341,46225408893444,115412911495440,165,415,0
59342,46225408893610,115412911495854,166,414,0
59343,46225408893776,115412911496268,166,414,0
59344,46225408893942,115412911496683,166,415,0
59345,46225408894108,115412911497095,166,412,0
59346,46225408894274,115412911497510,166,415,0
59347,46225408894439,115412911497924,165,414,0
59348,46225408894606,115412911498336,167,412,0
59349,46225408894772,115412911498753,166,417,0
59350,46225408894937,115412911499169,165,416,0
59351,46225408895104,115412911499583,167,414,0
59352,46225408895270,115412911499998,166,415,0
59353,46225408895436,115412911500412,166,414,0
59354,46225408895602,115412911500825,166,413,0
59355,46225408895770,115412911501245,168,420,0
59356,46225408895935,115412911501657,165,412,0
59357,46225408896102,115412911502074,167,417,0
59358,46225408896268,115412911502488,166,414,0
59359,46225408896434,115412911502905,166,417,0
59360,46225408896601,115412911503319,167,414,0
59361,46225408896767,115412911503733,166,414,0
59362,46225408896934,115412911504148,167,415,0
59363,46225408897098,115412911504560,164,412,0
59364,46225408897265,115412911504974,167,414,0
59365,46225408897429,115412911505385,164,411,0
59366,46225408897594,115412911505799,165,414,0
59367,46225408897761,115412911506211,167,412,0
59368,46225408897926,115412911506628,165,417,0
59369,46225408898094,115412911507044,168,416,0
59370,46225408898259,115412911507459,165,415,0
59371,46225408898426,115412911507873,167,414,0
59372,46225408898592,115412911508291,166,418,0
59373,46225408898758,115412911508702,166,411,0
59374,46225408898925,115412911509118,167,416,0
59375,46225408899090,115412911509530,165,412,0
59376,46225408899256,115412911509945,166,415,0
59377,46225408900575,115412911513248,1319,3303,0
59378,46225408900783,115412911513755,208,507,0
59379,46225408900986,115412911514263,203,508,0
59380,46225408901169,115412911514722,183,459,0
59381,46225408901341,115412911515149,172,427,0
59382,46225408901514,115412911515584,173,435,0
59383,46225408901684,115412911516008,170,424,0
59384,46225408901853,115412911516431,169,423,0
59385,46225408902022,115412911516849,169,418,0
59386,46225408902190,115412911517268,168,419,0
59387,46225408902357,115412911517686,167,418,0
59388,46225408902526,115412911518108,169,422,0
59389,46225408902695,115412911518533,169,425,0
59390,46225408902864,115412911518951,169,418,0
59391,46225408903028,115412911519362,164,411,0
59392,46225408903195,115412911519776,167,414,0
59393,46225408903358,115412911520186,163,410,0
59394,46225408903525,115412911520603,167,417,0
59395,46225408903691,115412911521017,166,414,0
59396,46225408903856,115412911521430,165,413,0
59397,46225408904019,115412911521838,163,408,0
59398,46225408904185,115412911522252,166,414,0
59399,46225408904349,115412911522656,164,404,0
59400,46225408904511,115412911523065,162,409,0
59401,46225408904676,115412911523477,165,412,0
59402,46225408904840,115412911523885,164,408,0
59403,46225408905003,115412911524294,163,409,0
59404,46225408905168,115412911524706,165,412,0
59405,46225408905334,115412911525118,166,412,0
59406,46225408905499,115412911525531,165,413,0
59407,46225408905665,115412911525945,166,414,0
59408,46225408905829,115412911526351,164,406,0
59409,46225408905992,115412911526760,163,409,0
59410,46225408906155,115412911527168,163,408,0
59411,46225408906320,115412911527582,165,414,0
59412,46225408906486,115412911527995,166,413,0
59413,46225408906651,115412911528405,165,410,0
59414,46225408906816,115412911528819,165,414,0
59415,46225408906982,115412911529234,166,415,0
59416,46225408907146,115412911529644,164,410,0
59417,46225408907313,115412911530058,167,414,0
59418,46225408907476,115412911530467,163,409,0
59419,46225408907640,115412911530877,164,410,0
59420,46225408907806,115412911531287,166,410,0
59421,46225408907971,115412911531700,165,413,0
59422,46225408908137,115412911532114,166,414,0
59423,46225408908299,115412911532520,162,406,0
59424,46225408908464,115412911532930,165,410,0
59425,46225408908628,115412911533341,164,411,0
59426,46225408908791,115412911533749,163,408,0
59427,46225408908954,115412911534157,163,408,0
59428,46225408909118,115412911534564,164,407,0
59429,46225408909284,115412911534980,166,416,0
59430,46225408909449,115412911535390,165,410,0
59431,46225408909612,115412911535797,163,407,0
59432,46225408909774,115412911536203,162,406,0
59433,46225408909940,115412911536615,166,412,0
59434,46225408910103,115412911537023,163,408,0
59435,46225408910269,115412911537438,166,415,0
59436,46225408910432,115412911537846,163,408,0
59437,46225408910595,115412911538250,163,404,0
59438,46225408910760,115412911538661,165,411,0
59439,46225408910922,115412911539069,162,408,0
59440,46225408911086,115412911539477,164,408,0
59441,46225408911249,115412911539885,163,408,0
59442,46225408911415,115412911540298,166,413,0
59443,46225408911577,115412911540706,162,408,0
59444,46225408911742,115412911541116,165,410,0
59445,46225408911908,115412911541529,166,413,0
59446,46225408912072,115412911541937,164,408,0
59447,46225408912235,115412911542347,163,410,0
59448,46225408912401,115412911542760,166,413,0
59449,46225408912567,115412911543170,166,410,0
59450,46225408912730,115412911543580,163,410,0
59451,46225408912894,115412911543989,164,409,0
59452,46225408913059,115412911544401,165,412,0
59453,46225408913224,115412911544817,165,416,0
59454,46225408913390,115412911545230,166,413,0
59455,46225408913554,115412911545636,164,406,0
59456,46225408913717,115412911546044,163,408,0
59457,46225408913882,115412911546455,165,411,0
59458,46225408914047,115412911546869,165,414,0
59459,46225408914213,115412911547281,166,412,0
59460,46225408914378,115412911547696,165,415,0
59461,46225408914542,115412911548104,164,408,0
59462,46225408914707,115412911548514,165,410,0
59463,46225408914872,115412911548927,165,413,0
59464,46225408916230,115412911552325,1358,3398,0
59465,46225408916439,115412911552837,209,512,0
59466,46225408916614,115412911553273,175,436,0
59467,46225408916782,115412911553698,168,425,0
59468,46225408916953,115412911554123,171,425,0
59469,46225408917125,115412911554551,172,428,0
59470,46225408917295,115412911554976,170,425,0
59471,46225408917467,115412911555404,172,428,0
59472,46225408917641,115412911555841,174,437,0
59473,46225408917810,115412911556261,169,420,0
59474,46225408917979,115412911556682,169,421,0
59475,46225408918148,115412911557104,169,422,0
59476,46225408918313,115412911557517,165,413,0
59477,46225408918479,115412911557933,166,416,0
59478,46225408918645,115412911558345,166,412,0
59479,46225408918813,115412911558764,168,419,0
59480,46225408918979,115412911559178,166,414,0
59481,46225408919147,115412911559599,168,421,0
59482,46225408919315,115412911560017,168,418,0
59483,46225408919481,115412911560434,166,417,0
59484,46225408919648,115412911560850,167,416,0
59485,46225408919815,115412911561266,167,416,0
59486,46225408919983,115412911561685,168,419,0
59487,46225408920151,115412911562101,168,416,0
59488,46225408920316,115412911562518,165,417,0
59489,46225408920482,115412911562930,166,412,0
59490,46225408920649,115412911563348,167,418,0
59491,46225408920816,115412911563763,167,415,0
59492,46225408920981,115412911564181,165,418,0
59493,46225408921149,115412911564598,168,417,0
59494,46225408921314,115412911565008,165,410,0
59495,46225408921479,115412911565420,165,412,0
59496,46225408921642,115412911565829,163,409,0
59497,46225408921810,115412911566249,168,420,0
59498,46225408921977,115412911566663,167,414,0
59499,46225408922144,115412911567078,167,415,0
59500,46225408922310,115412911567498,166,420,0
59501,46225408922478,115412911567913,168,415,0
59502,46225408922643,115412911568327,165,414,0
59503,46225408922811,115412911568743,168,416,0
59504,46225408922977,115412911569158,166,415,0
59505,46225408923144,115412911569578,167,420,0
59506,46225408923308,115412911569985,164,407,0
59507,46225408923476,115412911570401,168,416,0
59508,46225408923641,115412911570821,165,420,0
59509,46225408923808,115412911571236,167,415,0
59510,46225408923975,115412911571654,167,418,0
59511,46225408924145,115412911572077,170,423,0
59512,46225408924313,115412911572495,168,418,0
59513,46225408924478,115412911572903,165,408,0
59514,46225408924643,115412911573318,165,415,0
59515,46225408924809,115412911573736,166,418,0
59516,46225408924976,115412911574151,167,415,0
59517,46225408925143,115412911574569,167,418,0
59518,46225408925308,115412911574977,165,408,0
59519,46225408925475,115412911575396,167,419,0
59520,46225408925639,115412911575806,164,410,0
59521,46225408925808,115412911576223,169,417,0
59522,46225408925972,115412911576637,164,414,0
59523,46225408926140,115412911577055,168,418,0
59524,46225408926307,115412911577472,167,417,0
59525,46225408926473,115412911577884,166,412,0
59526,46225408926640,115412911578305,167,421,0
59527,46225408926808,115412911578721,168,416,0
59528,46225408926972,115412911579131,164,410,0
59529,46225408927136,115412911579540,164,409,0
59530,46225408927300,115412911579952,164,412,0
59531,46225408927465,115412911580362,165,410,0
59532,46225408927631,115412911580779,166,417,0
59533,46225408927796,115412911581191,165,412,0
59534,46225408927961,115412911581599,165,408,0
59535,46225408928128,115412911582016,167,417,0
59536,46225408928295,115412911582434,167,418,0
59537,46225408928462,115412911582850,167,416,0
59538,46225408928628,115412911583265,166,415,0
59539,46225408928796,115412911583681,168,416,0
59540,46225408928962,115412911584100,166,419,0
59541,46225408929130,115412911584518,168,418,0
59542,46225408929297,115412911584937,167,419,0
59543,46225408929465,115412911585355,168,418,0
59544,46225408929629,115412911585767,164,412,0
59545,46225408929797,115412911586182,168,415,0
59546,46225408929961,115412911586594,164,412,0
59547,46225408930127,115412911587010,166,416,0
59548,46225408930295,115412911587425,168,415,0
59549,46225408930462,115412911587841,167,416,0
59550,46225408930626,115412911588254,164,413,0
59551,46225408930793,115412911588670,167,416,0
59552,46225408932113,115412911591971,1320,3301,0
59553,46225408932312,115412911592462,199,491,0
59554,46225408932487,115412911592895,175,433,0
59555,46225408932656,115412911593318,169,423,0
59556,46225408932823,115412911593738,167,420,0
59557,46225408932990,115412911594158,167,420,0
59558,46225408933159,115412911594575,169,417,0
59559,46225408933326,115412911594995,167,420,0
59560,46225408933495,115412911595416,169,421,0
59561,46225408933663,115412911595832,168,416,0
59562,46225408933832,115412911596255,169,423,0
59563,46225408934003,115412911596681,171,426,0
59564,46225408934170,115412911597100,167,419,0
59565,46225408934336,115412911597518,166,418,0
59566,46225408934501,115412911597928,165,410,0
59567,46225408934667,115412911598341,166,413,0
59568,46225408934834,115412911598757,167,416,0
59569,46225408934999,115412911599168,165,411,0
59570,46225408935164,115412911599580,165,412,0
59571,46225408935330,115412911599996,166,416,0
59572,46225408935495,115412911600409,165,413,0
59573,46225408935660,115412911600821,165,412,0
59574,46225408935827,115412911601235,167,414,0
59575,46225408935992,115412911601648,165,413,0
59576,46225408936157,115412911602060,165,412,0
59577,46225408936322,115412911602470,165,410,0
59578,46225408936486,115412911602879,164,409,0
59579,46225408936649,115412911603289,163,410,0
59580,46225408936814,115412911603703,165,414,0
59581,46225408936978,115412911604110,164,407,0
59582,46225408937142,115412911604518,164,408,0
59583,46225408937307,115412911604930,165,412,0
59584,46225408937471,115412911605340,164,410,0
59585,46225408937635,115412911605751,164,411,0
59586,46225408937801,115412911606163,166,412,0
59587,46225408937965,115412911606575,164,412,0
59588,46225408938129,115412911606984,164,409,0
59589,46225408938294,115412911607396,165,412,0
59590,46225408938459,115412911607804,165,408,0
59591,46225408938622,115412911608215,163,411,0
59592,46225408938788,115412911608627,166,412,0
59593,46225408938952,115412911609037,164,410,0
59594,46225408939117,115412911609446,165,409,0
59595,46225408939281,115412911609858,164,412,0
59596,46225408939445,115412911610270,164,412,0
59597,46225408939610,115412911610679,165,409,0
59598,46225408939781,115412911611109,171,430,0
59599,46225408939946,115412911611518,165,409,0
59600,46225408940110,115412911611928,164,410,0
59601,46225408940274,115412911612340,164,412,0
59602,46225408940439,115412911612748,165,408,0
59603,46225408940604,115412911613159,165,411,0
59604,46225408940768,115412911613571,164,412,0
59605,46225408940932,115412911613981,164,410,0
59606,46225408941095,115412911614388,163,407,0
59607,46225408941260,115412911614798,165,410,0
59608,46225408941424,115412911615210,164,412,0
59609,46225408941589,115412911615617,165,407,0
59610,46225408948858,115412911633815,7269,18198,0
59611,46225408949143,115412911634475,285,660,0
59612,46225408949319,115412911634915,176,440,0
59613,46225408949494,115412911635352,175,437,0
59614,46225408949664,115412911635777,170,425,0
59615,46225408949838,115412911636207,174,430,0
59616,46225408950008,115412911636636,170,429,0
59617,46225408950182,115412911637069,174,433,0
59618,46225408950351,115412911637491,169,422,0
59619,46225408950520,115412911637912,169,421,0
59620,46225408950691,115412911638338,171,426,0
59621,46225408950860,115412911638763,169,425,0
59622,46225408951031,115412911639187,171,424,0
59623,46225408951198,115412911639606,167,419,0
59624,46225408951365,115412911640022,167,416,0
59625,46225408951533,115412911640440,168,418,0
59626,46225408951700,115412911640859,167,419,0
59627,46225408951867,115412911641279,167,420,0
59628,46225408952035,115412911641696,168,417,0
59629,46225408952203,115412911642112,168,416,0
59630,46225408952369,115412911642531,166,419,0
59631,46225408952537,115412911642947,168,416,0
59632,46225408952705,115412911643363,168,416,0
59633,46225408952871,115412911643782,166,419,0
59634,46225408953038,115412911644196,167,414,0
59635,46225408953205,115412911644615,167,419,0
59636,46225408953373,115412911645033,168,418,0
59637,46225408953541,115412911645452,168,419,0
59638,46225408953707,115412911645870,166,418,0
59639,46225408957303,115412911654860,3596,8990,0
59640,46225408957515,115412911655374,212,514,0
59641,46225408957689,115412911655809,174,435,0
59642,46225408957862,115412911656240,173,431,0
59643,46225408958034,115412911656670,172,430,0
59644,46225408958206,115412911657101,172,431,0
59645,46225408958381,115412911657535,175,434,0
59646,46225408958551,115412911657962,170,427,0
59647,46225408958720,115412911658383,169,421,0
59648,46225408958889,115412911658805,169,422,0
59649,46225408959058,115412911659225,169,420,0
59650,46225408959228,115412911659648,170,423,0
59651,46225408959397,115412911660073,169,425,0
59652,46225408959568,115412911660503,171,430,0
59653,46225408959734,115412911660915,166,412,0
59654,46225408959901,115412911661332,167,417,0
59655,46225408960067,115412911661744,166,412,0
59656,46225408960233,115412911662159,166,415,0
59657,46225408960399,115412911662575,166,416,0
59658,46225408960567,115412911662991,168,416,0
59659,46225408960733,115412911663408,166,417,0
59660,46225408960900,115412911663822,167,414,0
59661,46225408961066,115412911664239,166,417,0
59662,46225408961231,115412911664651,165,412,0
59663,46225408961398,115412911665065,167,414,0
59664,46225408961563,115412911665480,165,415,0
59665,46225408961729,115412911665892,166,412,0
59666,46225408961895,115412911666306,166,414,0
59667,46225408962060,115412911666719,165,413,0
59668,46225408962224,115412911667131,164,412,0
59669,46225408962390,115412911667541,166,410,0
59670,46225408962553,115412911667950,163,409,0
59671,46225408962718,115412911668360,165,410,0
59672,46225408962883,115412911668772,165,412,0
59673,46225408963048,115412911669185,165,413,0
59674,46225408963212,115412911669597,164,412,0
