call_number,timestamp_ns,timestamp_cycles,delta_ns,delta_cycles,violation
18050,46225399403935,115412887807476,158,396,0
18051,46225399404097,115412887807880,162,404,0
18052,46225399404254,115412887808274,157,394,0
18053,46225399404413,115412887808668,159,394,0
18054,46225399404572,115412887809064,159,396,0
18055,46225399404730,115412887809460,158,396,0
18056,46225399404888,115412887809855,158,395,0
18057,46225399405046,115412887810247,158,392,0
18058,46225399405204,115412887810643,158,396,0
18059,46225399405363,115412887811039,159,396,0
18060,46225399405521,115412887811433,158,394,0
18061,46225399405679,115412887811831,158,398,0
18062,46225399405838,115412887812225,159,394,0
18063,46225399405996,115412887812617,158,392,0
18064,46225399406154,115412887813015,158,398,0
18065,46225399406312,115412887813407,158,392,0
18066,46225399406471,115412887813805,159,398,0
18067,46225399406630,115412887814203,159,398,0
18068,46225399406788,115412887814597,158,394,0
18069,46225399406947,115412887814994,159,397,0
18070,46225399407104,115412887815386,157,392,0
18071,46225399407262,115412887815778,158,392,0
18072,46225399407418,115412887816168,156,390,0
18073,46225399407575,115412887816562,157,394,0
18074,46225399407732,115412887816952,157,390,0
18075,46225399407889,115412887817346,157,394,0
18076,46225399408046,115412887817738,157,392,0
18077,46225399408204,115412887818128,158,390,0
18078,46225399408360,115412887818518,156,390,0
18079,46225399408516,115412887818910,156,392,0
18080,46225399408672,115412887819302,156,392,0
18081,46225399408829,115412887819694,157,392,0
18082,46225399408987,115412887820084,158,390,0
18083,46225399409143,115412887820476,156,392,0
18084,46225399409300,115412887820866,157,390,0
18085,46225399409457,115412887821260,157,394,0
18086,46225399409614,115412887821652,157,392,0
18087,46225399409771,115412887822042,157,390,0
18088,46225399409928,115412887822432,157,390,0
18089,46225399410085,115412887822826,157,394,0
18090,46225399410242,115412887823220,157,394,0
18091,46225399410400,115412887823612,158,392,0
18092,46225399412031,115412887827689,1631,4077,0
18093,46225399412226,115412887828172,195,483,0
18094,46225399412389,115412887828579,163,407,0
18095,46225399412550,115412887828979,161,400,0
18096,46225399412709,115412887829377,159,398,0
18097,46225399412868,115412887829773,159,396,0
18098,46225399413028,115412887830171,160,398,0
18099,46225399413187,115412887830573,159,402,0
18100,46225399413348,115412887830969,161,396,0
18101,46225399413506,115412887831367,158,398,0
18102,46225399413666,115412887831766,160,399,0
18103,46225399413826,115412887832162,160,396,0
18104,46225399413984,115412887832562,158,400,0
18105,46225399414143,115412887832956,159,394,0
18106,46225399414301,115412887833350,158,394,0
18107,46225399414459,115412887833744,158,394,0
18108,46225399414616,115412887834136,157,392,0
18109,46225399414773,115412887834532,157,396,0
18110,46225399414931,115412887834924,158,392,0
18111,46225399415089,115412887835318,158,394,0
18112,46225399415246,115412887835710,157,392,0
18113,46225399415404,115412887836104,158,394,0
18114,46225399415563,115412887836496,159,392,0
18115,46225399415720,115412887836892,157,396,0
18116,46225399415878,115412887837287,158,395,0
18117,46225399416036,115412887837679,158,392,0
18118,46225399416194,115412887838075,158,396,0
18119,46225399416351,115412887838467,157,392,0
18120,46225399416509,115412887838863,158,396,0
18121,46225399416668,115412887839259,159,396,0
18122,46225399416826,115412887839653,158,394,0
18123,46225399416984,115412887840047,158,394,0
18124,46225399417141,115412887840441,157,394,0
18125,46225399417298,115412887840835,157,394,0
18126,46225399417457,115412887841227,159,392,0
18127,46225399417616,115412887841621,159,394,0
18128,46225399417773,115412887842017,157,396,0
18129,46225399417931,115412887842413,158,396,0
18130,46225399418089,115412887842807,158,394,0
18131,46225399418247,115412887843202,158,395,0
18132,46225399418405,115412887843596,158,394,0
18133,46225399418562,115412887843988,157,392,0
18134,46225399418720,115412887844384,158,396,0
18135,46225399418879,115412887844778,159,394,0
18136,46225399419037,115412887845172,158,394,0
18137,46225399419196,115412887845568,159,396,0
18138,46225399419357,115412887845972,161,404,0
18139,46225399419514,115412887846364,157,392,0
18140,46225399419673,115412887846760,159,396,0
18141,46225399419831,115412887847156,158,396,0
18142,46225399419989,115412887847546,158,390,0
18143,46225399420147,115412887847945,158,399,0
18144,46225399420305,115412887848337,158,392,0
18145,46225399420462,115412887848731,157,394,0
18146,46225399420619,115412887849123,157,392,0
18147,46225399420776,115412887849513,157,390,0
18148,46225399420933,115412887849907,157,394,0
18149,46225399421091,115412887850301,158,394,0
18150,46225399421248,115412887850691,157,390,0
18151,46225399421404,115412887851083,156,392,0
18152,46225399421561,115412887851473,157,390,0
18153,46225399421719,115412887851869,158,396,0
18154,46225399421876,115412887852259,157,390,0
18155,46225399422033,115412887852651,157,392,0
18156,46225399422189,115412887853041,156,390,0
18157,46225399422346,115412887853433,157,392,0
18158,46225399422502,115412887853823,156,390,0
18159,46225399422659,115412887854213,157,390,0
18160,46225399422816,115412887854607,157,394,0
18161,46225399422973,115412887854999,157,392,0
18162,46225399423131,115412887855393,158,394,0
18163,46225399423287,115412887855783,156,390,0
18164,46225399423445,115412887856175,158,392,0
18165,46225399423602,115412887856569,157,394,0
18166,46225399423759,115412887856961,157,392,0
18167,46225399423916,115412887857353,157,392,0
18168,46225399424073,115412887857745,157,392,0
18169,46225399424231,115412887858137,158,392,0
18170,46225399424388,115412887858531,157,394,0
18171,46225399424545,115412887858923,157,392,0
18172,46225399424702,115412887859313,157,390,0
18173,46225399424859,115412887859705,157,392,0
18174,46225399425017,115412887860100,158,395,0
18175,46225399425175,115412887860492,158,392,0
18176,46225399425333,115412887860888,158,396,0
18177,46225399425490,115412887861282,157,394,0
18178,46225399425648,115412887861676,158,394,0
18179,46225399427031,115412887865129,1383,3453,0
18180,46225399427230,115412887865622,199,493,0
18181,46225399427401,115412887866051,171,429,0
18182,46225399427570,115412887866472,169,421,0
18183,46225399427729,115412887866870,159,398,0
18184,46225399427889,115412887867270,160,400,0
18185,46225399428049,115412887867668,160,398,0
18186,46225399428209,115412887868070,160,402,0
18187,46225399428368,115412887868466,159,396,0
18188,46225399428528,115412887868866,160,400,0
18189,46225399428692,115412887869277,164,411,0
18190,46225399428855,115412887869681,163,404,0
18191,46225399429015,115412887870079,160,398,0
18192,46225399429175,115412887870479,160,400,0
18193,46225399429335,115412887870877,160,398,0
18194,46225399429494,115412887871277,159,400,0
18195,46225399429655,115412887871678,161,401,0
18196,46225399429815,115412887872078,160,400,0
18197,46225399429976,115412887872478,161,400,0
18198,46225399430136,115412887872878,160,400,0
18199,46225399430297,115412887873278,161,400,0
18200,46225399430456,115412887873676,159,398,0
18201,46225399430616,115412887874077,160,401,0
18202,46225399430776,115412887874477,160,400,0
18203,46225399430937,115412887874877,161,400,0
18204,46225399431096,115412887875275,159,398,0
18205,46225399431256,115412887875675,160,400,0
18206,46225399431416,115412887876073,160,398,0
18207,46225399431575,115412887876471,159,398,0
18208,46225399431735,115412887876870,160,399,0
18209,46225399431894,115412887877268,159,398,0
18210,46225399432054,115412887877666,160,398,0
18211,46225399432214,115412887878064,160,398,0
18212,46225399432374,115412887878464,160,400,0
18213,46225399432533,115412887878862,159,398,0
18214,46225399432693,115412887879262,160,400,0
18215,46225399432853,115412887879662,160,400,0
18216,46225399433013,115412887880061,160,399,0
18217,46225399433173,115412887880459,160,398,0
18218,46225399433333,115412887880857,160,398,0
18219,46225399433493,115412887881255,160,398,0
18220,46225399433651,115412887881655,158,400,0
18221,46225399433811,115412887882055,160,400,0
18222,46225399433972,115412887882451,161,396,0
18223,46225399434130,115412887882850,158,399,0
18224,46225399434290,115412887883248,160,398,0
18225,46225399434450,115412887883646,160,398,0
18226,46225399434610,115412887884046,160,400,0
18227,46225399434769,115412887884442,159,396,0
18228,46225399434929,115412887884840,160,398,0
18229,46225399435089,115412887885242,160,402,0
18230,46225399435249,115412887885642,160,400,0
18231,46225399435409,115412887886041,160,399,0
18232,46225399435569,115412887886441,160,400,0
18233,46225399435729,115412887886839,160,398,0
18234,46225399435889,115412887887237,160,398,0
18235,46225399436048,115412887887637,159,400,0
18236,46225399436208,115412887888035,160,398,0
18237,46225399436367,115412887888433,159,398,0
18238,46225399436527,115412887888832,160,399,0
18239,46225399436687,115412887889230,160,398,0
18240,46225399436847,115412887889632,160,402,0
18241,46225399437007,115412887890028,160,396,0
18242,46225399437166,115412887890428,159,400,0
18243,46225399437326,115412887890828,160,400,0
18244,46225399437485,115412887891224,159,396,0
18245,46225399437645,115412887891622,160,398,0
18246,46225399437805,115412887892021,160,399,0
18247,46225399437964,115412887892421,159,400,0
18248,46225399438125,115412887892821,161,400,0
18249,46225399438285,115412887893219,160,398,0
18250,46225399438445,115412887893617,160,398,0
18251,46225399438603,115412887894017,158,400,0
18252,46225399438764,115412887894415,161,398,0
18253,46225399438923,115412887894816,159,401,0
18254,46225399439083,115412887895212,160,396,0
18255,46225399439242,115412887895608,159,396,0
18256,46225399439399,115412887896004,157,396,0
18257,46225399439559,115412887896402,160,398,0
18258,46225399439718,115412887896800,159,398,0
18259,46225399439878,115412887897196,160,396,0
18260,46225399440036,115412887897594,158,398,0
18261,46225399440196,115412887897990,160,396,0
18262,46225399440356,115412887898389,160,399,0
18263,46225399440515,115412887898787,159,398,0
18264,46225399440675,115412887899187,160,400,0
18265,46225399440833,115412887899581,158,394,0
18266,46225399442270,115412887903170,1437,3589,0
18267,46225399442464,115412887903650,194,480,0
18268,46225399442627,115412887904058,163,408,0
18269,46225399442786,115412887904454,159,396,0
18270,46225399442946,115412887904852,160,398,0
18271,46225399443105,115412887905252,159,400,0
18272,46225399443265,115412887905650,160,398,0
18273,46225399443425,115412887906050,160,400,0
18274,46225399443585,115412887906447,160,397,0
18275,46225399443744,115412887906847,159,400,0
18276,46225399443907,115412887907255,163,408,0
18277,46225399444067,115412887907655,160,400,0
18278,46225399444227,115412887908055,160,400,0
18279,46225399444388,115412887908455,161,400,0
18280,46225399444546,115412887908847,158,392,0
18281,46225399444703,115412887909240,157,393,0
18282,46225399444861,115412887909636,158,396,0
18283,46225399445019,115412887910032,158,396,0
18284,46225399445178,115412887910426,159,394,0
18285,46225399445336,115412887910818,158,392,0
18286,46225399445493,115412887911214,157,396,0
18287,46225399445651,115412887911608,158,394,0
18288,46225399445810,115412887912004,159,396,0
18289,46225399445968,115412887912398,158,394,0
18290,46225399446126,115412887912794,158,396,0
18291,46225399446283,115412887913184,157,390,0
18292,46225399446440,115412887913578,157,394,0
18293,46225399446597,115412887913968,157,390,0
18294,46225399446753,115412887914358,156,390,0
18295,46225399446910,115412887914750,157,392,0
18296,46225399447067,115412887915142,157,392,0
18297,46225399447224,115412887915536,157,394,0
18298,46225399447381,115412887915928,157,392,0
18299,46225399447539,115412887916318,158,390,0
18300,46225399447696,115412887916712,157,394,0
18301,46225399447853,115412887917105,157,393,0
18302,46225399448009,115412887917495,156,390,0
18303,46225399448167,115412887917887,158,392,0
18304,46225399448324,115412887918277,157,390,0
18305,46225399448480,115412887918669,156,392,0
18306,46225399448636,115412887919061,156,392,0
18307,46225399448795,115412887919455,159,394,0
18308,46225399448953,115412887919851,158,396,0
18309,46225399449111,115412887920245,158,394,0
18310,46225399449268,115412887920637,157,392,0
18311,46225399449424,115412887921027,156,390,0
18312,46225399449583,115412887921423,159,396,0
18313,46225399449740,115412887921813,157,390,0
18314,46225399449897,115412887922209,157,396,0
18315,46225399450054,115412887922601,157,392,0
18316,46225399450211,115412887922991,157,390,0
18317,46225399450369,115412887923385,158,394,0
18318,46225399450526,115412887923777,157,392,0
18319,46225399450683,115412887924169,157,392,0
18320,46225399450840,115412887924561,157,392,0
18321,46225399450998,115412887924955,158,394,0
18322,46225399451155,115412887925347,157,392,0
18323,46225399451313,115412887925741,158,394,0
18324,46225399451470,115412887926131,157,390,0
18325,46225399451626,115412887926523,156,392,0
18326,46225399451783,115412887926915,157,392,0
18327,46225399451941,115412887927310,158,395,0
18328,46225399452099,115412887927702,158,392,0
18329,46225399452256,115412887928096,157,394,0
18330,46225399452413,115412887928486,157,390,0
18331,46225399452570,115412887928880,157,394,0
18332,46225399452728,115412887929272,158,392,0
18333,46225399452885,115412887929664,157,392,0
18334,46225399453042,115412887930058,157,394,0
18335,46225399453199,115412887930452,157,394,0
18336,46225399453357,115412887930844,158,392,0
18337,46225399453515,115412887931238,158,394,0
18338,46225399453672,115412887931632,157,394,0
18339,46225399453830,115412887932024,158,392,0
18340,46225399453987,115412887932416,157,392,0
18341,46225399454143,115412887932806,156,390,0
18342,46225399454301,115412887933200,158,394,0
18343,46225399454459,115412887933594,158,394,0
18344,46225399454616,115412887933986,157,392,0
18345,46225399454774,115412887934380,158,394,0
18346,46225399454930,115412887934772,156,392,0
18347,46225399455088,115412887935162,158,390,0
18348,46225399455245,115412887935556,157,394,0
18349,46225399455403,115412887935950,158,394,0
18350,46225399455560,115412887936342,157,392,0
18351,46225399455718,115412887936737,158,395,0
18352,46225399455875,115412887937131,157,394,0
18353,46225399457113,115412887940218,1238,3087,0
18354,46225399457306,115412887940702,193,484,0
18355,46225399457473,115412887941118,167,416,0
18356,46225399457635,115412887941520,162,402,0
18357,46225399457795,115412887941922,160,402,0
18358,46225399457955,115412887942325,160,403,0
18359,46225399458117,115412887942725,162,400,0
18360,46225399458278,115412887943127,161,402,0
18361,46225399458440,115412887943533,162,406,0
18362,46225399458601,115412887943933,161,400,0
18363,46225399458762,115412887944335,161,402,0
18364,46225399458923,115412887944738,161,403,0
18365,46225399459084,115412887945142,161,404,0
18366,46225399459246,115412887945544,162,402,0
18367,46225399459406,115412887945942,160,398,0
18368,46225399459566,115412887946342,160,400,0
18369,46225399459725,115412887946740,159,398,0
18370,46225399459885,115412887947139,160,399,0
18371,46225399460045,115412887947535,160,396,0
18372,46225399460204,115412887947937,159,402,0
18373,46225399460363,115412887948331,159,394,0
18374,46225399460522,115412887948729,159,398,0
18375,46225399460682,115412887949127,160,398,0
18376,46225399460841,115412887949525,159,398,0
18377,46225399461000,115412887949923,159,398,0
18378,46225399461161,115412887950326,161,403,0
18379,46225399461321,115412887950724,160,398,0
18380,46225399461481,115412887951120,160,396,0
18381,46225399461639,115412887951518,158,398,0
18382,46225399461800,115412887951918,161,400,0
18383,46225399461960,115412887952318,160,400,0
18384,46225399462120,115412887952716,160,398,0
18385,46225399462280,115412887953117,160,401,0
18386,46225399462440,115412887953517,160,400,0
18387,46225399462600,115412887953917,160,400,0
18388,46225399462760,115412887954317,160,400,0
18389,46225399462919,115412887954715,159,398,0
18390,46225399463080,115412887955115,161,400,0
18391,46225399463240,115412887955513,160,398,0
18392,46225399463400,115412887955914,160,401,0
18393,46225399463561,115412887956314,161,400,0
18394,46225399463721,115412887956712,160,398,0
18395,46225399463880,115412887957112,159,400,0
18396,46225399464040,115412887957512,160,400,0
18397,46225399464199,115412887957910,159,398,0
18398,46225399464360,115412887958310,161,400,0
18399,46225399464521,115412887958709,161,399,0
18400,46225399464681,115412887959111,160,402,0
18401,46225399464841,115412887959509,160,398,0
18402,46225399465001,115412887959907,160,398,0
18403,46225399465160,115412887960307,159,400,0
18404,46225399465321,115412887960707,161,400,0
18405,46225399465480,115412887961105,159,398,0
18406,46225399465639,115412887961502,159,397,0
18407,46225399465798,115412887961900,159,398,0
18408,46225399465959,115412887962302,161,402,0
18409,46225399466119,115412887962700,160,398,0
18410,46225399466278,115412887963098,159,398,0
18411,46225399466438,115412887963496,160,398,0
18412,46225399466597,115412887963896,159,400,0
18413,46225399466757,115412887964292,160,396,0
18414,46225399466917,115412887964693,160,401,0
18415,46225399467077,115412887965091,160,398,0
18416,46225399467236,115412887965489,159,398,0
18417,46225399467396,115412887965889,160,400,0
18418,46225399467556,115412887966285,160,396,0
18419,46225399467716,115412887966687,160,402,0
18420,46225399467876,115412887967085,160,398,0
18421,46225399468035,115412887967486,159,401,0
18422,46225399468196,115412887967884,161,398,0
18423,46225399468355,115412887968280,159,396,0
18424,46225399468515,115412887968682,160,402,0
18425,46225399468674,115412887969080,159,398,0
18426,46225399468834,115412887969478,160,398,0
18427,46225399468995,115412887969880,161,402,0
18428,46225399469155,115412887970279,160,399,0
18429,46225399469315,115412887970679,160,400,0
18430,46225399469475,115412887971079,160,400,0
18431,46225399469635,115412887971477,160,398,0
18432,46225399469794,115412887971875,159,398,0
18433,46225399469954,115412887972275,160,400,0
18434,46225399470114,115412887972673,160,398,0
18435,46225399470273,115412887973070,159,397,0
18436,46225399470433,115412887973468,160,398,0
18437,46225399470592,115412887973866,159,398,0
18438,46225399470752,115412887974266,160,400,0
18439,46225399470913,115412887974666,161,400,0
18440,46225399472765,115412887979293,1852,4627,0
18441,46225399472965,115412887979789,200,496,0
18442,46225399473141,115412887980228,176,439,0
18443,46225399473305,115412887980638,164,410,0
18444,46225399473468,115412887981044,163,406,0
18445,46225399473629,115412887981448,161,404,0
18446,46225399473793,115412887981855,164,407,0
18447,46225399473954,115412887982261,161,406,0
18448,46225399474118,115412887982665,164,404,0
18449,46225399474278,115412887983069,160,404,0
18450,46225399474442,115412887983476,164,407,0
18451,46225399474605,115412887983882,163,406,0
18452,46225399474767,115412887984286,162,404,0
18453,46225399474928,115412887984690,161,404,0
18454,46225399475088,115412887985090,160,400,0
18455,46225399475250,115412887985493,162,403,0
18456,46225399475410,115412887985893,160,400,0
18457,46225399475570,115412887986293,160,400,0
18458,46225399475731,115412887986695,161,402,0
18459,46225399475893,115412887987097,162,402,0
18460,46225399476052,115412887987495,159,398,0
18461,46225399476213,115412887987898,161,403,0
18462,46225399476373,115412887988296,160,398,0
18463,46225399476534,115412887988698,161,402,0
18464,46225399476694,115412887989098,160,400,0
18465,46225399476855,115412887989500,161,402,0
18466,46225399477015,115412887989900,160,400,0
18467,46225399477175,115412887990299,160,399,0
18468,46225399477335,115412887990699,160,400,0
18469,46225399477496,115412887991097,161,398,0
18470,46225399477656,115412887991499,160,402,0
18471,46225399477817,115412887991901,161,402,0
18472,46225399477976,115412887992301,159,400,0
18473,46225399478137,115412887992700,161,399,0
18474,46225399478298,115412887993102,161,402,0
18475,46225399478458,115412887993502,160,400,0
18476,46225399478619,115412887993902,161,400,0
18477,46225399478779,115412887994302,160,400,0
18478,46225399478940,115412887994702,161,400,0
18479,46225399479100,115412887995102,160,400,0
18480,46225399479260,115412887995505,160,403,0
18481,46225399479421,115412887995905,161,400,0
18482,46225399479581,115412887996305,160,400,0
18483,46225399479741,115412887996703,160,398,0
18484,46225399479902,115412887997105,161,402,0
18485,46225399480062,115412887997505,160,400,0
18486,46225399480223,115412887997906,161,401,0
18487,46225399480383,115412887998306,160,400,0
18488,46225399480542,115412887998704,159,398,0
18489,46225399480702,115412887999102,160,398,0
18490,46225399480862,115412887999500,160,398,0
18491,46225399481021,115412887999900,159,400,0
18492,46225399481180,115412888000298,159,398,0
18493,46225399481340,115412888000695,160,397,0
18494,46225399481500,115412888001095,160,400,0
18495,46225399481660,115412888001495,160,400,0
18496,46225399481820,115412888001893,160,398,0
18497,46225399481980,115412888002293,160,400,0
18498,46225399482140,115412888002691,160,398,0
18499,46225399482299,115412888003091,159,400,0
18500,46225399482459,115412888003490,160,399,0
18501,46225399482620,115412888003890,161,400,0
18502,46225399482779,115412888004288,159,398,0
18503,46225399482939,115412888004686,160,398,0
18504,46225399483098,115412888005084,159,398,0
18505,46225399483258,115412888005482,160,398,0
18506,46225399483419,115412888005884,161,402,0
18507,46225399483578,115412888006282,159,398,0
18508,46225399483738,115412888006681,160,399,0
18509,46225399483898,115412888007081,160,400,0
18510,46225399484058,115412888007479,160,398,0
18511,46225399484218,115412888007879,160,400,0
18512,46225399484378,115412888008277,160,398,0
18513,46225399484538,115412888008677,160,400,0
18514,46225399484698,115412888009075,160,398,0
18515,46225399484858,115412888009476,160,401,0
18516,46225399485018,115412888009876,160,400,0
18517,46225399485178,115412888010276,160,400,0
18518,46225399485338,115412888010674,160,398,0
18519,46225399485498,115412888011074,160,400,0
18520,46225399485657,115412888011472,159,398,0
18521,46225399485817,115412888011872,160,400,0
18522,46225399485978,115412888012273,161,401,0
18523,46225399486139,115412888012673,161,400,0
18524,46225399486299,115412888013073,160,400,0
18525,46225399486459,115412888013471,160,398,0
18526,46225399486619,115412888013871,160,400,0
18527,46225399487916,115412888017117,1297,3246,0
18528,46225399488151,115412888017698,235,581,0
18529,46225399488334,115412888018155,183,457,0
18530,46225399488502,115412888018574,168,419,0
18531,46225399488665,115412888018980,163,406,0
18532,46225399488828,115412888019386,163,406,0
18533,46225399488991,115412888019796,163,410,0
18534,46225399489155,115412888020203,164,407,0
18535,46225399489318,115412888020611,163,408,0
18536,46225399489482,115412888021019,164,408,0
18537,46225399489645,115412888021427,163,408,0
18538,46225399489809,115412888021836,164,409,0
18539,46225399489972,115412888022244,163,408,0
18540,46225399490135,115412888022652,163,408,0
18541,46225399490299,115412888023061,164,409,0
18542,46225399490464,115412888023471,165,410,0
18543,46225399490628,115412888023881,164,410,0
18544,46225399490792,115412888024290,164,409,0
18545,46225399490956,115412888024700,164,410,0
18546,46225399491121,115412888025110,165,410,0
18547,46225399491285,115412888025520,164,410,0
18548,46225399491450,115412888025931,165,411,0
18549,46225399491611,115412888026333,161,402,0
18550,46225399491773,115412888026739,162,406,0
18551,46225399491934,115412888027141,161,402,0
18552,46225399492097,115412888027544,163,403,0
18553,46225399492258,115412888027946,161,402,0
18554,46225399492418,115412888028348,160,402,0
18555,46225399492578,115412888028746,160,398,0
18556,46225399492739,115412888029150,161,404,0
18557,46225399492899,115412888029550,160,400,0
18558,46225399493060,115412888029951,161,401,0
18559,46225399493221,115412888030353,161,402,0
18560,46225399493381,115412888030753,160,400,0
18561,46225399493542,115412888031153,161,400,0
18562,46225399493702,115412888031555,160,402,0
18563,46225399493863,115412888031953,161,398,0
18564,46225399494023,115412888032356,160,403,0
18565,46225399494185,115412888032756,162,400,0
18566,46225399494344,115412888033156,159,400,0
18567,46225399494505,115412888033560,161,404,0
18568,46225399494667,115412888033962,162,402,0
18569,46225399494827,115412888034362,160,400,0
18570,46225399494988,115412888034763,161,401,0
18571,46225399495148,115412888035163,160,400,0
18572,46225399495308,115412888035563,160,400,0
18573,46225399495468,115412888035961,160,398,0
18574,46225399495634,115412888036375,166,414,0
18575,46225399495794,115412888036776,160,401,0
18576,46225399495954,115412888037176,160,400,0
18577,46225399496115,115412888037578,161,402,0
18578,46225399496276,115412888037976,161,398,0
18579,46225399496435,115412888038376,159,400,0
18580,46225399496596,115412888038778,161,402,0
18581,46225399496757,115412888039177,161,399,0
18582,46225399496917,115412888039579,160,402,0
18583,46225399497078,115412888039981,161,402,0
18584,46225399497241,115412888040387,163,406,0
18585,46225399497400,115412888040787,159,400,0
18586,46225399595987,115412888286975,98587,246188,0
18587,46225399596324,115412888287724,337,749,0
18588,46225399596513,115412888288196,189,472,0
18589,46225399596690,115412888288638,177,442,0
18590,46225399596866,115412888289075,176,437,0
18591,46225399597038,115412888289508,172,433,0
18592,46225399597211,115412888289938,173,430,0
18593,46225399597383,115412888290367,172,429,0
18594,46225399597555,115412888290798,172,431,0
18595,46225399597727,115412888291228,172,430,0
18596,46225399597900,115412888291659,173,431,0
18597,46225399598073,115412888292087,173,428,0
18598,46225399598249,115412888292528,176,441,0
18599,46225399598419,115412888292953,170,425,0
18600,46225399598588,115412888293377,169,424,0
18601,46225399598759,115412888293804,171,427,0
18602,46225399598929,115412888294224,170,420,0
18603,46225399599098,115412888294649,169,425,0
18604,46225399599268,115412888295075,170,426,0
18605,46225399599438,115412888295498,170,423,0
18606,46225399599608,115412888295920,170,422,0
18607,46225399599777,115412888296345,169,425,0
18608,46225399599947,115412888296770,170,425,0
18609,46225399600116,115412888297192,169,422,0
18610,46225399600286,115412888297612,170,420,0
18611,46225399600453,115412888298035,167,423,0
18612,46225399600623,115412888298455,170,420,0
18613,46225399600791,115412888298876,168,421,0
18614,46225399616309,115412888337673,15518,38797,0
18615,46225399616887,115412888339060,578,1387,0
18616,46225399617176,115412888339771,289,711,0
18617,46225399617381,115412888340289,205,518,0
18618,46225399617608,115412888340854,227,565,0
18619,46225399617829,115412888341402,221,548,0
18620,46225399618063,115412888341993,234,591,0
18621,46225399618275,115412888342525,212,532,0
18622,46225399618490,115412888343056,215,531,0
18623,46225399618690,115412888343557,200,501,0
18624,46225399618898,115412888344075,208,518,0
18625,46225399619116,115412888344628,218,553,0
18626,46225399619335,115412888345166,219,538,0
18627,46225399619569,115412888345751,234,585,0
18628,46225399619806,115412888346346,237,595,0
18629,46225399620048,115412888346941,242,595,0
18630,46225399620258,115412888347470,210,529,0
18631,46225399620471,115412888348002,213,532,0
18632,46225399620665,115412888348487,194,485,0
18633,46225399620879,115412888349017,214,530,0
18634,46225399621101,115412888349572,222,555,0
18635,46225399621288,115412888350041,187,469,0
18636,46225399621497,115412888350567,209,526,0
18637,46225399621700,115412888351067,203,500,0
18638,46225399621945,115412888351686,245,619,0
18639,46225399622199,115412888352318,254,632,0
18640,46225399622428,115412888352883,229,565,0
18641,46225399622643,115412888353433,215,550,0
18642,46225399622882,115412888354026,239,593,0
18643,46225399623112,115412888354595,230,569,0
18644,46225399623337,115412888355158,225,563,0
18645,46225399623539,115412888355664,202,506,0
18646,46225399623767,115412888356232,228,568,0
18647,46225399624005,115412888356823,238,591,0
18648,46225399624233,115412888357392,228,569,0
18649,46225399624474,115412888357993,241,601,0
18650,46225399624736,115412888358652,262,659,0
18651,46225399624929,115412888359129,193,477,0
18652,46225399625144,115412888359673,215,544,0
18653,46225399625361,115412888360201,217,528,0
18654,46225399625581,115412888360758,220,557,0
18655,46225399625820,115412888361355,239,597,0
18656,46225399625999,115412888361802,179,447,0
18657,46225399626203,115412888362308,204,506,0
18658,46225399626403,115412888362807,200,499,0
18659,46225399626588,115412888363269,185,462,0
18660,46225399626789,115412888363772,201,503,0
18661,46225399626995,115412888364284,206,512,0
18662,46225399627225,115412888364867,230,583,0
18663,46225399627441,115412888365399,216,532,0
18664,46225399627664,115412888365958,223,559,0
18665,46225399627889,115412888366515,225,557,0
18666,46225399628094,115412888367024,205,509,0
18667,46225399628289,115412888367516,195,492,0
18668,46225399628504,115412888368060,215,544,0
18669,46225399628708,115412888368560,204,500,0
18670,46225399628912,115412888369068,204,508,0
18671,46225399629115,115412888369572,203,504,0
18672,46225399629325,115412888370102,210,530,0
18673,46225399629537,115412888370634,212,532,0
18674,46225399629740,115412888371136,203,502,0
18675,46225399629957,115412888371680,217,544,0
18676,46225399630163,115412888372196,206,516,0
18677,46225399630403,115412888372789,240,593,0
18678,46225399630600,115412888373289,197,500,0
18679,46225399630887,115412888374006,287,717,0
18680,46225399631102,115412888374544,215,538,0
18681,46225399631307,115412888375054,205,510,0
18682,46225399631539,115412888375639,232,585,0
18683,46225399631783,115412888376242,244,603,0
18684,46225399632046,115412888376900,263,658,0
18685,46225399632309,115412888377558,263,658,0
18686,46225399632576,115412888378223,267,665,0
18687,46225399632845,115412888378901,269,678,0
18688,46225399633112,115412888379563,267,662,0
18689,46225399633381,115412888380230,269,667,0
18690,46225399633642,115412888380884,261,654,0
18691,46225399633912,115412888381556,270,672,0
18692,46225399634175,115412888382210,263,654,0
18693,46225399634454,115412888382909,279,699,0
18694,46225399634719,115412888383573,265,664,0
18695,46225399634981,115412888384227,262,654,0
18696,46225399635240,115412888384873,259,646,0
18697,46225399635528,115412888385588,288,715,0
18698,46225399635811,115412888386299,283,711,0
18699,46225399636087,115412888386987,276,688,0
18700,46225399636353,115412888387652,266,665,0
18701,46225399636620,115412888388320,267,668,0
18702,46225399639698,115412888396020,3078,7700,0
18703,46225399640045,115412888396870,347,850,0
18704,46225399640336,115412888397595,291,725,0
18705,46225399640613,115412888398283,277,688,0
18706,46225399640887,115412888398970,274,687,0
18707,46225399641161,115412888399648,274,678,0
18708,46225399641434,115412888400341,273,693,0
18709,46225399641702,115412888401003,268,662,0
18710,46225399641972,115412888401680,270,677,0
18711,46225399642239,115412888402344,267,664,0
18712,46225399642469,115412888402919,230,575,0
18713,46225399642694,115412888403479,225,560,0
