measurement_id,time_diff_ns,cycles_diff,zero_diff
5809,39,99,0
5810,39,101,0
5811,40,98,0
5812,40,100,0
5813,40,97,0
5814,39,99,0
5815,39,99,0
5816,40,97,0
5817,39,99,0
5818,40,97,0
5819,39,99,0
5820,40,101,0
5821,39,98,0
5822,39,98,0
5823,40,98,0
5824,41,102,0
5825,40,97,0
5826,39,97,0
5827,40,99,0
5828,39,99,0
5829,39,99,0
5830,39,99,0
5831,41,97,0
5832,40,99,0
5833,39,101,0
5834,39,99,0
5835,39,97,0
5836,40,101,0
5837,39,98,0
5838,39,98,0
5839,38,98,0
5840,39,98,0
5841,39,96,0
5842,39,98,0
5843,39,98,0
5844,39,98,0
5845,39,100,0
5846,40,101,0
5847,39,97,0
5848,39,97,0
5849,39,97,0
5850,40,97,0
5851,39,101,0
5852,40,98,0
5853,39,100,0
5854,39,97,0
5855,41,99,0
5856,39,99,0
5857,39,99,0
5858,39,99,0
5859,40,97,0
5860,40,97,0
5861,40,97,0
5862,39,99,0
5863,40,99,0
5864,39,99,0
5865,38,99,0
5866,39,97,0
5867,39,101,0
5868,38,100,0
5869,40,97,0
5870,39,97,0
5871,39,101,0
5872,39,100,0
5873,40,98,0
5874,40,98,0
5875,39,100,0
5876,38,97,0
5877,39,101,0
5878,39,98,0
5879,39,96,0
5880,40,98,0
5881,39,98,0
5882,39,98,0
5883,40,100,0
5884,40,99,0
5885,40,97,0
5886,38,99,0
5887,39,99,0
5888,39,97,0
5889,40,101,0
5890,38,97,0
5891,40,97,0
5892,38,99,0
5893,38,99,0
5894,39,100,0
5895,39,100,0
5896,40,95,0
5897,38,97,0
5898,39,99,0
5899,39,99,0
5900,38,97,0
5901,39,99,0
5902,38,101,0
5903,39,96,0
5904,39,98,0
5905,39,98,0
5906,40,98,0
5907,39,100,0
5908,39,99,0
5909,39,99,0
5910,40,99,0
5911,39,99,0
5912,40,99,0
5913,39,97,0
5914,39,99,0
5915,40,97,0
5916,41,99,0
5917,40,99,0
5918,40,97,0
5919,38,99,0
5920,40,99,0
5921,41,97,0
5922,40,101,0
5923,39,98,0
5924,40,100,0
5925,40,98,0
5926,40,97,0
5927,40,97,0
5928,39,97,0
5929,40,99,0
5930,40,97,0
5931,39,97,0
5932,40,99,0
5933,40,99,0
5934,39,97,0
5935,39,99,0
5936,39,99,0
5937,38,97,0
5938,39,97,0
5939,40,98,0
5940,40,100,0
5941,39,99,0
5942,39,99,0
5943,38,97,0
5944,39,97,0
5945,39,99,0
5946,40,97,0
5947,39,97,0
5948,40,97,0
5949,39,97,0
5950,41,97,0
5951,39,101,0
5952,40,98,0
5953,40,98,0
5954,39,98,0
5955,38,100,0
5956,39,101,0
5957,40,98,0
5958,39,98,0
5959,39,98,0
5960,38,100,0
5961,39,98,0
5962,40,98,0
5963,38,98,0
5964,39,98,0
5965,39,97,0
5966,40,101,0
5967,39,97,0
5968,40,101,0
5969,39,98,0
5970,39,98,0
5971,39,100,0
5972,39,97,0
5973,40,101,0
5974,40,98,0
5975,40,98,0
5976,39,97,0
5977,39,97,0
5978,39,100,0
5979,39,96,0
5980,43,97,0
5981,38,97,0
5982,40,99,0
5983,40,98,0
5984,39,98,0
5985,40,101,0
5986,38,98,0
5987,39,98,0
5988,39,99,0
5989,40,97,0
5990,39,98,0
5991,41,100,0
5992,40,98,0
5993,39,100,0
5994,39,97,0
5995,39,101,0
5996,40,100,0
5997,39,99,0
5998,39,101,0
5999,40,98,0
6000,39,98,0
6001,41,97,0
6002,39,99,0
6003,40,98,0
6004,40,100,0
6005,39,99,0
6006,40,101,0
6007,39,97,0
6008,40,97,0
6009,39,96,0
6010,39,98,0
6011,40,99,0
6012,40,97,0
6013,38,99,0
6014,39,97,0
6015,40,99,0
6016,41,99,0
6017,39,98,0
6018,40,98,0
6019,40,98,0
6020,39,100,0
6021,40,97,0
6022,38,99,0
6023,40,101,0
6024,40,100,0
6025,40,100,0
6026,39,101,0
6027,39,98,0
6028,40,100,0
6029,39,97,0
6030,40,101,0
6031,40,100,0
6032,40,101,0
6033,39,99,0
6034,41,99,0
6035,38,99,0
6036,40,97,0
6037,39,99,0
6038,39,98,0
6039,39,98,0
6040,40,100,0
6041,39,100,0
6042,41,99,0
6043,41,97,0
6044,40,97,0
6045,40,95,0
6046,39,99,0
6047,41,100,0
6048,40,100,0
6049,40,101,0
6050,39,98,0
6051,39,97,0
6052,39,99,0
6053,40,97,0
6054,40,99,0
6055,39,99,0
6056,38,101,0
6057,40,98,0
6058,38,98,0
6059,38,98,0
6060,39,98,0
6061,39,98,0
6062,40,100,0
6063,40,97,0
6064,40,97,0
6065,40,99,0
6066,39,99,0
6067,39,97,0
6068,40,101,0
6069,39,99,0
6070,41,99,0
6071,40,97,0
6072,39,99,0
6073,40,97,0
6074,38,99,0
6075,41,97,0
6076,40,98,0
6077,40,98,0
6078,39,100,0
6079,40,100,0
6080,40,97,0
6081,41,97,0
6082,39,101,0
6083,40,96,0
6084,40,98,0
6085,39,100,0
6086,39,101,0
6087,39,98,0
6088,38,98,0
6089,40,98,0
6090,40,96,0
6091,40,98,0
6092,39,98,0
6093,39,98,0
6094,38,98,0
6095,39,96,0
6096,38,100,0
6097,39,97,0
6098,39,99,0
6099,40,99,0
6100,39,99,0
6101,39,101,0
6102,39,98,0
6103,39,96,0
6104,39,100,0
6105,39,97,0
6106,38,99,0
6107,39,99,0
6108,40,97,0
6109,41,99,0
6110,40,97,0
6111,40,97,0
6112,40,101,0
6113,39,98,0
6114,38,96,0
6115,39,98,0
6116,39,96,0
6117,40,98,0
6118,40,100,0
6119,39,99,0
6120,40,99,0
6121,39,99,0
6122,40,97,0
6123,38,97,0
6124,40,99,0
6125,40,99,0
6126,38,97,0
6127,40,97,0
6128,39,99,0
6129,38,99,0
6130,38,99,0
6131,40,101,0
6132,40,98,0
6133,39,98,0
6134,39,100,0
6135,39,97,0
6136,39,99,0
6137,40,99,0
6138,40,97,0
6139,40,101,0
6140,39,98,0
6141,39,100,0
6142,40,97,0
6143,39,99,0
6144,39,99,0
6145,39,97,0
6146,39,97,0
6147,39,97,0
6148,39,99,0
6149,40,97,0
6150,39,99,0
6151,39,97,0
6152,39,107,0
6153,40,96,0
6154,38,100,0
6155,39,101,0
6156,40,100,0
6157,41,99,0
6158,41,99,0
6159,40,101,0
6160,40,98,0
6161,39,98,0
6162,39,100,0
6163,40,97,0
6164,40,97,0
6165,40,97,0
6166,39,99,0
6167,39,99,0
6168,39,99,0
6169,39,97,0
6170,39,97,0
6171,39,99,0
6172,39,99,0
6173,40,101,0
6174,38,96,0
6175,40,100,0
6176,39,99,0
6177,40,99,0
6178,39,99,0
6179,40,99,0
6180,39,101,0
6181,40,100,0
6182,38,99,0
6183,39,99,0
6184,39,99,0
6185,40,99,0
6186,39,99,0
6187,39,99,0
6188,40,97,0
6189,40,99,0
6190,40,97,0
6191,39,98,0
6192,38,98,0
6193,40,100,0
6194,41,98,0
6195,40,97,0
6196,39,99,0
6197,39,97,0
6198,40,97,0
6199,39,99,0
6200,40,97,0
6201,39,101,0
6202,40,96,0
6203,39,100,0
6204,39,99,0
6205,40,97,0
6206,39,101,0
6207,39,100,0
6208,41,96,0
6209,40,98,0
6210,40,96,0
6211,40,100,0
6212,39,99,0
6213,39,101,0
6214,40,98,0
6215,39,96,0
6216,40,100,0
6217,40,97,0
6218,39,101,0
6219,39,96,0
6220,40,98,0
6221,39,99,0
6222,38,99,0
6223,40,97,0
6224,40,97,0
6225,41,99,0
6226,40,97,0
6227,39,99,0
6228,40,101,0
6229,39,100,0
6230,40,97,0
6231,39,99,0
6232,39,97,0
6233,40,99,0
6234,40,99,0
6235,40,97,0
6236,40,97,0
6237,40,99,0
6238,41,99,0
6239,41,97,0
6240,40,99,0
6241,39,97,0
6242,40,97,0
6243,39,97,0
6244,40,95,0
6245,38,98,0
6246,38,98,0
6247,38,96,0
6248,38,98,0
6249,40,96,0
6250,39,98,0
6251,39,98,0
6252,40,96,0
6253,39,98,0
6254,40,98,0
6255,39,96,0
6256,39,100,0
6257,40,99,0
6258,39,97,0
6259,40,97,0
6260,39,101,0
6261,40,98,0
6262,40,98,0
6263,38,98,0
6264,39,98,0
6265,40,98,0
6266,40,98,0
6267,40,96,0
6268,39,96,0
6269,39,100,0
6270,38,101,0
6271,39,101,0
6272,40,100,0
6273,39,99,0
6274,40,99,0
6275,39,97,0
6276,40,99,0
6277,40,97,0
6278,40,99,0
6279,39,97,0
6280,39,95,0
6281,40,97,0
6282,41,97,0
6283,38,97,0
6284,41,99,0
6285,41,95,0
6286,40,97,0
6287,39,98,0
6288,38,100,0
6289,39,100,0
6290,62,101,0
6291,40,100,0
6292,40,97,0
6293,38,98,0
6294,40,98,0
6295,41,99,0
6296,41,99,0
6297,40,100,0
6298,38,99,0
6299,39,97,0
6300,40,98,0
6301,40,98,0
6302,40,97,0
6303,40,97,0
6304,39,99,0
6305,40,98,0
6306,40,100,0
6307,39,100,0
6308,39,99,0
6309,39,97,0
6310,39,99,0
6311,39,99,0
6312,40,97,0
6313,39,99,0
6314,39,98,0
6315,39,98,0
6316,40,100,0
6317,39,98,0
6318,39,100,0
6319,39,101,0
6320,39,96,0
6321,40,100,0
6322,40,97,0
6323,40,97,0
6324,40,97,0
6325,39,99,0
6326,39,97,0
6327,40,97,0
6328,41,97,0
6329,41,100,0
6330,38,98,0
6331,40,98,0
6332,39,98,0
6333,39,98,0
6334,39,99,0
6335,40,97,0
6336,39,99,0
6337,39,99,0
6338,40,99,0
6339,40,97,0
6340,39,99,0
6341,41,101,0
6342,39,100,0
6343,40,99,0
6344,39,99,0
6345,39,98,0
6346,38,98,0
6347,39,98,0
6348,39,98,0
6349,39,98,0
6350,40,98,0
6351,40,98,0
6352,40,100,0
6353,40,99,0
6354,41,99,0
6355,40,97,0
6356,40,99,0
6357,40,101,0
6358,40,95,0
6359,39,99,0
6360,39,99,0
6361,41,97,0
6362,40,100,0
6363,39,98,0
6364,40,100,0
6365,39,99,0
6366,40,97,0
6367,39,99,0
6368,40,99,0
6369,39,101,0
6370,39,98,0
6371,40,100,0
6372,39,100,0
6373,39,97,0
6374,41,99,0
6375,39,99,0
6376,40,97,0
6377,40,95,0
6378,39,95,0
6379,39,97,0
6380,39,97,0
6381,40,97,0
6382,39,97,0
6383,41,97,0
6384,39,97,0
6385,40,97,0
6386,40,99,0
6387,39,99,0
6388,39,99,0
6389,39,97,0
6390,40,97,0
6391,41,97,0
6392,40,101,0
6393,38,100,0
6394,40,99,0
6395,39,99,0
6396,38,99,0
6397,40,99,0
6398,39,97,0
6399,40,97,0
6400,40,97,0
6401,39,99,0
6402,40,97,0
6403,40,97,0
6404,40,97,0
6405,39,97,0
6406,40,97,0
6407,41,99,0
6408,40,99,0
6409,39,101,0
6410,38,98,0
6411,39,98,0
6412,40,98,0
6413,39,98,0
6414,40,98,0
6415,39,98,0
6416,39,98,0
6417,39,98,0
6418,39,98,0
6419,39,98,0
6420,39,100,0
6421,40,98,0
6422,41,96,0
6423,40,96,0
6424,39,96,0
6425,39,96,0
6426,39,98,0
6427,38,98,0
6428,38,98,0
6429,39,98,0
6430,39,100,0
6431,38,101,0
6432,40,98,0
6433,38,98,0
6434,39,100,0
6435,40,97,0
6436,39,99,0
6437,40,97,0
6438,39,97,0
6439,39,99,0
6440,39,97,0
6441,39,99,0
6442,39,99,0
6443,39,99,0
6444,39,101,0
6445,40,100,0
6446,40,96,0
6447,39,96,0
6448,40,100,0
6449,38,99,0
6450,39,97,0
6451,39,97,0
6452,39,101,0
6453,40,98,0
6454,39,96,0
6455,38,97,0
6456,39,97,0
6457,40,97,0
6458,39,101,0
6459,40,98,0
6460,39,98,0
6461,39,98,0
6462,40,98,0
6463,39,100,0
6464,38,99,0
6465,39,99,0
6466,40,99,0
6467,40,97,0
6468,39,97,0
6469,39,99,0
6470,40,101,0
6471,39,97,0
6472,39,99,0
6473,39,97,0
6474,40,97,0
6475,40,97,0
6476,40,97,0
6477,39,100,0
6478,39,98,0
6479,40,98,0
6480,39,94,0
6481,38,98,0
6482,39,98,0
6483,37,100,0
6484,39,97,0
6485,39,101,0
6486,39,98,0
6487,39,98,0
6488,39,98,0
6489,40,98,0
6490,39,96,0
6491,40,96,0
6492,40,100,0
6493,39,99,0
6494,39,99,0
6495,41,99,0
6496,40,97,0
6497,39,99,0
6498,40,97,0
6499,39,101,0
6500,40,98,0
6501,40,98,0
6502,39,96,0
6503,40,96,0
6504,41,98,0
6505,39,98,0
6506,39,100,0
6507,40,97,0
6508,39,99,0
6509,40,99,0
6510,40,99,0
6511,38,101,0
6512,40,100,0
6513,40,98,0
6514,39,100,0
6515,40,97,0
6516,39,99,0
6517,39,99,0
6518,39,102,0
6519,39,100,0
6520,40,99,0
6521,39,99,0
6522,39,97,0
6523,40,95,0
6524,39,99,0
6525,38,101,0
6526,40,98,0
6527,39,100,0
6528,40,97,0
6529,41,99,0
6530,40,101,0
6531,40,100,0
6532,39,97,0
6533,40,99,0
6534,39,101,0
6535,39,98,0
6536,38,98,0
6537,40,98,0
6538,39,98,0
6539,39,98,0
6540,39,98,0
6541,39,98,0
6542,39,100,0
6543,39,97,0
6544,39,101,0
6545,40,99,0
6546,41,97,0
6547,40,98,0
6548,39,100,0
6549,39,98,0
6550,39,98,0
6551,39,98,0
6552,40,98,0
6553,40,98,0
6554,40,100,0
6555,39,101,0
6556,39,98,0
6557,40,96,0
6558,39,102,0
6559,40,97,0
6560,39,99,0
6561,39,99,0
6562,39,97,0
6563,39,101,0
6564,39,98,0
6565,39,98,0
6566,40,98,0
6567,40,98,0
6568,40,100,0
6569,39,97,0
6570,40,97,0
6571,40,99,0
6572,39,101,0
6573,39,98,0
6574,39,96,0
6575,39,98,0
6576,39,98,0
6577,40,98,0
6578,39,98,0
6579,38,100,0
6580,39,98,0
6581,39,98,0
6582,40,98,0
6583,39,98,0
6584,40,100,0
6585,39,99,0
6586,39,99,0
6587,40,101,0
6588,39,98,0
6589,38,98,0
6590,40,98,0
6591,39,98,0
6592,39,98,0
6593,39,98,0
6594,39,100,0
6595,39,99,0
6596,41,99,0
6597,40,101,0
6598,40,96,0
6599,39,98,0
6600,43,96,0
6601,39,99,0
6602,40,98,0
6603,40,100,0
6604,40,95,0
6605,39,98,0
6606,39,98,0
6607,39,99,0
6608,39,99,0
6609,40,100,0
6610,40,100,0
6611,39,95,0
6612,40,96,0
6613,39,98,0
6614,39,97,0
6615,39,101,0
6616,38,98,0
6617,39,98,0
6618,40,100,0
6619,39,99,0
6620,39,99,0
6621,39,99,0
6622,39,98,0
6623,39,98,0
6624,41,98,0
6625,39,98,0
6626,39,98,0
6627,39,98,0
6628,40,99,0
6629,40,97,0
6630,40,97,0
6631,40,99,0
6632,39,101,0
6633,38,98,0
6634,40,98,0
6635,40,96,0
6636,40,99,0
6637,39,97,0
6638,38,97,0
6639,39,97,0
6640,39,101,0
6641,38,98,0
6642,39,100,0
6643,39,99,0
6644,39,97,0
6645,40,101,0
6646,40,100,0
6647,40,97,0
6648,39,97,0
6649,39,97,0
6650,38,101,0
6651,38,100,0
6652,39,99,0
6653,40,101,0
6654,39,98,0
6655,39,100,0
6656,39,99,0
6657,40,97,0
6658,39,98,0
6659,38,98,0
6660,40,100,0
6661,39,99,0
6662,40,97,0
6663,40,101,0
6664,39,96,0
6665,39,96,0
6666,39,101,0
6667,40,97,0
6668,41,100,0
6669,39,98,0
6670,40,98,0
6671,40,99,0
6672,39,97,0
6673,39,98,0
6674,38,98,0
6675,39,96,0
6676,38,100,0
6677,39,99,0
6678,40,97,0
6679,39,96,0
6680,39,96,0
6681,39,98,0
6682,39,100,0
6683,40,99,0
6684,39,99,0
6685,39,99,0
6686,40,97,0
6687,40,97,0
6688,40,95,0
6689,41,98,0
6690,39,100,0
6691,39,97,0
6692,39,99,0
6693,40,101,0
6694,40,100,0
6695,40,100,0
6696,39,99,0
6697,40,100,0
6698,39,96,0
6699,40,98,0
6700,40,99,0
6701,39,99,0
6702,40,99,0
6703,40,95,0
6704,40,97,0
6705,39,99,0
6706,40,97,0
6707,39,100,0
6708,39,100,0
6709,40,97,0
6710,40,95,0
6711,39,99,0
6712,40,100,0
6713,39,100,0
6714,39,99,0
6715,38,99,0
6716,38,100,0
6717,40,102,0
6718,41,99,0
6719,40,97,0
6720,39,100,0
6721,40,98,0
6722,39,98,0
6723,39,101,0
6724,41,99,0
6725,40,98,0
6726,39,98,0
6727,39,98,0
6728,40,98,0
6729,39,100,0
6730,40,101,0
6731,39,98,0
6732,38,100,0
6733,39,99,0
6734,39,99,0
6735,38,99,0
6736,39,101,0
6737,40,98,0
6738,40,96,0
6739,39,100,0
6740,40,99,0
6741,41,99,0
6742,39,99,0
6743,39,99,0
6744,39,97,0
6745,40,97,0
6746,40,99,0
6747,38,98,0
6748,39,98,0
6749,38,98,0
6750,38,98,0
6751,39,98,0
6752,40,98,0
6753,39,100,0
6754,40,97,0
6755,38,101,0
6756,40,100,0
6757,40,99,0
6758,40,101,0
6759,40,99,0
6760,39,100,0
6761,41,98,0
6762,40,98,0
6763,40,100,0
6764,38,99,0
6765,39,99,0
6766,40,99,0
6767,39,98,0
6768,40,98,0
6769,40,96,0
6770,38,100,0
6771,40,97,0
6772,39,99,0
6773,40,97,0
6774,39,95,0
6775,40,97,0
6776,40,99,0
6777,39,99,0
6778,39,97,0
6779,40,98,0
6780,39,98,0
6781,39,98,0
6782,40,100,0
6783,40,99,0
6784,40,99,0
6785,40,97,0
6786,40,101,0
6787,39,96,0
6788,38,96,0
6789,39,98,0
6790,39,98,0
6791,39,96,0
6792,39,100,0
6793,40,97,0
6794,38,97,0
6795,40,97,0
6796,41,95,0
6797,39,97,0
6798,38,100,0
6799,40,100,0
6800,39,97,0
6801,40,99,0
6802,39,99,0
6803,39,99,0
6804,39,97,0
6805,39,98,0
6806,39,98,0
6807,39,96,0
6808,38,100,0
6809,40,99,0
6810,40,101,0
6811,41,97,0
6812,38,98,0
6813,39,98,0
6814,39,98,0
6815,40,96,0
6816,40,98,0
6817,39,98,0
6818,39,100,0
6819,40,99,0
6820,39,99,0
6821,40,99,0
6822,39,98,0
6823,39,98,0
6824,38,98,0
6825,38,98,0
6826,38,98,0
6827,40,98,0
6828,39,98,0
6829,40,94,0
6830,40,98,0
6831,40,98,0
6832,40,99,0
6833,40,97,0
6834,39,99,0
6835,40,99,0
6836,40,101,0
6837,38,98,0
6838,39,98,0
6839,39,100,0
6840,39,99,0
6841,40,99,0
6842,39,101,0
6843,40,100,0
6844,39,99,0
6845,39,99,0
6846,39,99,0
6847,40,101,0
6848,39,96,0
6849,39,98,0
6850,39,98,0
6851,39,100,0
6852,39,101,0
6853,38,98,0
6854,39,98,0
6855,39,98,0
6856,38,98,0
6857,39,96,0
6858,40,98,0
6859,40,98,0
6860,40,99,0
6861,40,97,0
6862,40,97,0
6863,39,99,0
6864,39,101,0
6865,40,100,0
6866,40,99,0
6867,38,101,0
6868,40,98,0
6869,39,96,0
6870,40,98,0
6871,40,96,0
6872,39,100,0
6873,38,99,0
6874,40,97,0
6875,41,99,0
6876,40,97,0
6877,40,98,0
6878,39,98,0
6879,39,98,0
6880,40,96,0
6881,40,97,0
6882,40,99,0
6883,41,99,0
6884,40,97,0
6885,39,99,0
6886,40,97,0
6887,39,97,0
6888,38,99,0
6889,39,100,0
6890,40,98,0
6891,39,98,0
6892,39,101,0
6893,39,101,0
6894,39,98,0
6895,39,98,0
6896,39,98,0
6897,39,99,0
6898,40,97,0
6899,40,101,0
6900,39,100,0
6901,40,100,0
6902,40,95,0
6903,40,97,0
6904,40,99,0
6905,39,100,0
6906,40,98,0
6907,40,99,0
6908,39,97,0
6909,62,99,0
6910,39,95,0
6911,39,99,0
6912,39,97,0
6913,39,96,0
6914,39,100,0
6915,39,97,0
6916,39,98,0
6917,39,98,0
6918,38,98,0
6919,41,99,0
6920,40,99,0
6921,39,97,0
6922,38,98,0
6923,40,96,0
6924,39,98,0
6925,39,98,0
6926,38,98,0
6927,40,98,0
6928,39,100,0
6929,39,97,0
6930,39,100,0
6931,39,100,0
6932,38,99,0
6933,40,99,0
6934,40,99,0
6935,39,98,0
6936,40,98,0
6937,40,98,0
6938,40,98,0
6939,38,98,0
6940,39,97,0
6941,39,97,0
6942,39,101,0
6943,39,98,0
6944,39,100,0
6945,39,97,0
6946,39,97,0
6947,40,97,0
6948,39,97,0
6949,40,99,0
6950,39,97,0
6951,40,97,0
6952,40,97,0
6953,40,95,0
6954,39,101,0
6955,39,98,0
6956,40,98,0
6957,39,100,0
6958,39,97,0
6959,39,99,0
6960,39,97,0
6961,38,101,0
6962,39,98,0
6963,39,98,0
6964,39,98,0
6965,39,99,0
6966,39,101,0
6967,38,100,0
6968,39,97,0
6969,39,97,0
6970,40,97,0
6971,40,97,0
6972,40,99,0
6973,39,99,0
6974,39,101,0
6975,38,98,0
6976,38,100,0
6977,38,99,0
6978,39,97,0
6979,40,100,0
6980,39,99,0
6981,38,99,0
6982,39,99,0
6983,39,98,0
6984,40,98,0
6985,39,98,0
6986,39,98,0
6987,40,97,0
6988,39,97,0
6989,39,97,0
6990,38,99,0
6991,39,97,0
6992,40,97,0
6993,39,99,0
6994,38,99,0
6995,38,97,0
6996,39,97,0
6997,38,101,0
6998,40,98,0
6999,40,100,0
7000,39,97,0
7001,40,99,0
7002,39,99,0
7003,39,97,0
7004,39,97,0
7005,40,97,0
7006,39,97,0
7007,39,97,0
7008,39,97,0
7009,39,98,0
7010,38,98,0
7011,40,100,0
7012,39,100,0
7013,40,101,0
7014,40,98,0
7015,39,100,0
7016,39,99,0
7017,40,99,0
7018,39,99,0
7019,40,97,0
7020,38,99,0
7021,40,97,0
7022,40,97,0
7023,39,100,0
7024,39,96,0
7025,39,98,0
7026,38,98,0
7027,39,100,0
7028,40,101,0
7029,39,98,0
7030,40,96,0
7031,40,96,0
7032,39,96,0
7033,39,96,0
7034,39,98,0
7035,39,98,0
7036,39,98,0
7037,39,96,0
7038,39,98,0
7039,39,98,0
7040,40,98,0
7041,39,96,0
7042,39,98,0
7043,40,98,0
7044,40,98,0
7045,38,100,0
7046,39,99,0
7047,38,99,0
7048,40,97,0
7049,41,99,0
7050,38,99,0
7051,39,99,0
7052,39,99,0
7053,39,99,0
7054,39,97,0
7055,39,99,0
7056,40,97,0
7057,40,97,0
7058,38,101,0
7059,40,96,0
7060,39,100,0
7061,39,97,0
7062,40,97,0
7063,39,97,0
7064,41,97,0
7065,40,97,0
7066,39,100,0
7067,39,101,0
7068,40,100,0
7069,40,98,0
7070,38,99,0
7071,39,97,0
7072,40,97,0
7073,40,97,0
7074,40,97,0
7075,39,96,0
7076,38,98,0
7077,39,96,0
7078,40,96,0
7079,39,98,0
7080,39,96,0
7081,40,98,0
7082,39,98,0
7083,39,98,0
7084,38,98,0
7085,39,98,0
7086,40,96,0
7087,39,98,0
7088,38,98,0
7089,39,98,0
7090,40,98,0
7091,39,98,0
7092,38,98,0
7093,40,100,0
7094,39,98,0
7095,39,97,0
7096,39,97,0
7097,40,97,0
7098,38,99,0
7099,40,97,0
7100,40,98,0
7101,39,96,0
7102,40,98,0
7103,39,94,0
7104,40,96,0
7105,39,98,0
7106,40,100,0
7107,39,97,0
7108,39,97,0
7109,39,99,0
7110,40,99,0
7111,38,101,0
7112,40,99,0
7113,40,97,0
7114,38,97,0
7115,39,101,0
7116,39,98,0
7117,40,96,0
7118,39,98,0
7119,40,98,0
7120,39,98,0
7121,39,98,0
7122,40,98,0
7123,38,96,0
7124,40,98,0
7125,39,98,0
7126,39,100,0
7127,39,96,0
7128,38,98,0
7129,39,98,0
7130,38,98,0
7131,39,98,0
7132,40,98,0
7133,40,100,0
7134,39,99,0
7135,39,97,0
7136,40,99,0
7137,38,97,0
7138,39,101,0
7139,39,98,0
7140,39,99,0
7141,39,99,0
7142,38,99,0
7143,39,97,0
7144,40,97,0
7145,39,99,0
7146,40,97,0
7147,39,97,0
7148,39,99,0
7149,40,99,0
7150,39,97,0
7151,40,96,0
7152,39,98,0
7153,39,98,0
7154,39,98,0
7155,38,98,0
7156,39,98,0
7157,38,98,0
7158,38,98,0
7159,39,98,0
7160,39,96,0
7161,40,98,0
7162,39,98,0
7163,40,98,0
7164,39,96,0
7165,39,100,0
7166,39,98,0
7167,39,98,0
7168,40,98,0
7169,38,100,0
7170,38,99,0
7171,39,97,0
7172,39,99,0
7173,39,99,0
7174,39,99,0
7175,38,95,0
7176,39,99,0
7177,39,97,0
7178,39,97,0
7179,39,99,0
7180,38,99,0
7181,40,99,0
7182,40,99,0
7183,40,97,0
7184,40,97,0
7185,38,101,0
7186,39,98,0
7187,40,98,0
7188,39,98,0
7189,39,98,0
7190,39,98,0
7191,40,95,0
7192,39,99,0
7193,39,99,0
7194,39,99,0
7195,40,97,0
7196,40,97,0
7197,39,95,0
7198,39,101,0
7199,39,96,0
7200,39,98,0
7201,40,98,0
7202,38,98,0
7203,39,97,0
7204,38,99,0
7205,39,99,0
7206,40,99,0
7207,38,99,0
7208,40,97,0
7209,40,99,0
7210,40,97,0
7211,40,97,0
7212,39,99,0
7213,40,97,0
7214,40,97,0
7215,39,99,0
7216,38,101,0
7217,40,98,0
7218,39,100,0
7219,38,98,0
7220,39,98,0
7221,47,107,0
7222,40,99,0
7223,40,98,0
7224,40,101,0
7225,39,100,0
7226,39,98,0
7227,40,98,0
7228,39,97,0
7229,39,97,0
7230,39,98,0
7231,40,98,0
7232,40,101,0
7233,40,96,0
7234,40,98,0
7235,39,97,0
7236,39,97,0
7237,39,96,0
7238,39,98,0
7239,39,99,0
7240,39,99,0
7241,38,99,0
7242,40,96,0
7243,40,98,0
7244,40,98,0
7245,39,99,0
7246,41,99,0
7247,41,97,0
7248,39,98,0
7249,38,100,0
7250,40,97,0
7251,40,98,0
7252,40,100,0
7253,39,97,0
7254,39,101,0
7255,39,96,0
7256,40,100,0
7257,40,99,0
7258,39,98,0
7259,40,98,0
7260,38,98,0
7261,40,101,0
7262,39,99,0
7263,39,98,0
7264,39,98,0
7265,40,98,0
7266,39,100,0
7267,40,97,0
7268,39,99,0
7269,39,97,0
7270,38,98,0
7271,40,96,0
7272,40,96,0
7273,39,96,0
7274,39,98,0
7275,39,100,0
7276,40,97,0
7277,39,99,0
7278,40,99,0
7279,39,97,0
7280,39,97,0
7281,40,97,0
7282,39,98,0
7283,39,100,0
7284,40,100,0
7285,40,99,0
7286,38,97,0
7287,39,95,0
7288,39,97,0
7289,40,99,0
7290,39,100,0
7291,40,100,0
7292,39,99,0
7293,39,97,0
7294,39,97,0
7295,39,95,0
7296,39,97,0
7297,39,97,0
7298,39,98,0
7299,39,98,0
7300,40,100,0
7301,39,98,0
7302,39,98,0
7303,41,97,0
7304,40,97,0
7305,39,99,0
7306,40,99,0
7307,39,99,0
7308,39,99,0
7309,40,101,0
7310,40,98,0
7311,39,98,0
7312,39,100,0
7313,40,98,0
7314,39,98,0
7315,39,96,0
7316,39,98,0
7317,38,100,0
7318,39,97,0
7319,39,97,0
7320,39,99,0
7321,40,97,0
7322,41,99,0
7323,39,101,0
7324,39,98,0
7325,39,98,0
7326,40,100,0
7327,39,99,0
7328,39,97,0
7329,39,99,0
7330,39,99,0
7331,41,97,0
7332,40,99,0
7333,39,99,0
7334,41,99,0
7335,39,101,0
7336,39,100,0
7337,40,97,0
7338,39,99,0
7339,40,97,0
7340,40,99,0
7341,39,97,0
7342,40,101,0
7343,38,98,0
7344,40,100,0
7345,39,98,0
7346,39,99,0
7347,40,101,0
7348,40,97,0
7349,39,98,0
7350,40,98,0
7351,40,98,0
7352,39,100,0
7353,39,96,0
7354,40,98,0
7355,39,100,0
7356,39,99,0
7357,39,99,0
7358,39,97,0
7359,39,101,0
7360,38,98,0
