measurement_id,time_diff_ns,cycles_diff,zero_diff
876,40,99,0
877,39,99,0
878,39,101,0
879,39,99,0
880,39,101,0
881,41,98,0
882,40,98,0
883,39,99,0
884,39,101,0
885,40,98,0
886,40,100,0
887,39,100,0
888,40,97,0
889,40,97,0
890,38,98,0
891,40,100,0
892,39,98,0
893,39,100,0
894,40,98,0
895,40,100,0
896,39,100,0
897,40,97,0
898,39,100,0
899,39,98,0
900,39,98,0
901,39,98,0
902,39,101,0
903,40,101,0
904,39,96,0
905,39,98,0
906,39,97,0
907,40,97,0
908,40,95,0
909,40,97,0
910,40,99,0
911,39,99,0
912,39,97,0
913,41,97,0
914,40,97,0
915,38,101,0
916,39,98,0
917,38,98,0
918,40,100,0
919,40,96,0
920,39,100,0
921,40,96,0
922,40,100,0
923,39,98,0
924,39,100,0
925,40,98,0
926,40,98,0
927,40,99,0
928,40,98,0
929,39,98,0
930,39,98,0
931,39,97,0
932,39,99,0
933,39,100,0
934,40,96,0
935,39,98,0
936,39,98,0
937,39,96,0
938,39,98,0
939,39,100,0
940,39,96,0
941,38,98,0
942,40,100,0
943,39,99,0
944,40,97,0
945,39,101,0
946,39,97,0
947,39,101,0
948,40,101,0
949,39,98,0
950,40,100,0
951,40,98,0
952,40,100,0
953,39,96,0
954,39,98,0
955,40,100,0
956,40,101,0
957,39,100,0
958,39,100,0
959,40,94,0
960,39,99,0
961,39,97,0
962,40,97,0
963,39,97,0
964,39,100,0
965,39,98,0
966,39,99,0
967,40,99,0
968,39,99,0
969,39,99,0
970,39,97,0
971,39,97,0
972,39,99,0
973,40,99,0
974,39,101,0
975,40,97,0
976,38,99,0
977,39,99,0
978,39,97,0
979,39,97,0
980,39,97,0
981,40,101,0
982,39,98,0
983,39,98,0
984,39,98,0
985,39,97,0
986,39,97,0
987,39,101,0
988,39,100,0
989,40,97,0
990,39,97,0
991,39,99,0
992,39,99,0
993,39,99,0
994,41,101,0
995,39,98,0
996,40,100,0
997,40,98,0
998,40,98,0
999,39,98,0
1000,38,98,0
1001,40,100,0
1002,39,98,0
1003,40,97,0
1004,39,101,0
1005,39,98,0
1006,39,98,0
1007,39,99,0
1008,39,97,0
1009,39,99,0
1010,39,97,0
1011,43,96,0
1012,40,97,0
1013,39,98,0
1014,39,96,0
1015,40,99,0
1016,38,99,0
1017,39,98,0
1018,39,100,0
1019,39,99,0
1020,41,100,0
1021,39,99,0
1022,40,97,0
1023,39,98,0
1024,40,98,0
1025,39,100,0
1026,39,99,0
1027,38,99,0
1028,41,100,0
1029,39,98,0
1030,40,100,0
1031,39,97,0
1032,40,98,0
1033,39,98,0
1034,39,98,0
1035,40,97,0
1036,39,99,0
1037,40,97,0
1038,41,97,0
1039,39,97,0
1040,40,95,0
1041,39,100,0
1042,38,98,0
1043,39,98,0
1044,39,97,0
1045,40,99,0
1046,40,97,0
1047,40,97,0
1048,40,97,0
1049,41,100,0
1050,39,100,0
1051,39,101,0
1052,39,98,0
1053,39,98,0
1054,38,98,0
1055,40,97,0
1056,38,99,0
1057,41,99,0
1058,39,101,0
1059,38,98,0
1060,39,98,0
1061,39,96,0
1062,40,98,0
